SpecFile, BM1, BM2, BM3
./spec/routing/labels_routing_spec.rb, 21, 22, 22
./spec/routing/loan_items_routing_spec.rb, 21, 21, 21
./spec/routing/loans_routing_spec.rb, 22, 22, 21
./spec/routing/namespaces_routing_spec.rb, 22, 21, 21
./spec/routing/notes_routing_spec.rb, 22, 22, 21
./spec/routing/observation_matrices_routing_spec.rb, 21, 22, 21
./spec/routing/observation_matrix_column_items_routing_spec.rb, 22, 22, 21
./spec/routing/observation_matrix_columns_routing_spec.rb, 22, 21, 21
./spec/routing/observation_matrix_row_items_routing_spec.rb, 22, 22, 21
./spec/routing/observation_matrix_rows_routing_spec.rb, 22, 21, 22
./spec/routing/observations_routing_spec.rb, 21, 22, 21
./spec/routing/organizations_routing_spec.rb, 22, 21, 22
./spec/routing/origin_relationships_routing_spec.rb, 22, 21, 22
./spec/routing/otu_page_layout_sections_routing_spec.rb, 21, 22, 21
./spec/routing/otu_page_layouts_routing_spec.rb, 22, 21, 21
./spec/routing/otus_routing_spec.rb, 22, 21, 22
./spec/routing/people_routing_spec.rb, 22, 21, 22
./spec/routing/pinboard_items_routing_spec.rb, 21, 22, 22
./spec/routing/projects_routing_spec.rb, 22, 21, 22
./spec/routing/protocol_relationships_routing_spec.rb, 21, 22, 21
./spec/routing/protocols_routing_spec.rb, 22, 22, 21
./spec/routing/public_contents_routing_spec.rb, 22, 21, 22
./spec/routing/ranged_lot_categories_routing_spec.rb, 21, 22, 22
./spec/routing/repositories_routing_spec.rb, 21, 22, 21
./spec/routing/routes/api_routing_spec.rb, 22, 22, 21
./spec/routing/sequence_relationships_routing_spec.rb, 22, 22, 21
./spec/routing/sequences_routing_spec.rb, 22, 22, 21
./spec/routing/serial_chronologies_routing_spec.rb, 22, 22, 21
./spec/routing/serials_routing_spec.rb, 22, 21, 22
./spec/routing/sessions_routing_spec.rb, 22, 21, 22
./spec/routing/sources_routing_spec.rb, 22, 21, 22
./spec/routing/tagged_section_keywords_routing_spec.rb, 21, 22, 22
./spec/routing/tags_routing_spec.rb, 21, 22, 21
./spec/routing/taxon_determinations_routing_spec.rb, 22, 22, 21
./spec/routing/taxon_name_classifications_routing_spec.rb, 22, 21, 22
./spec/routing/taxon_name_relationships_routing_spec.rb, 22, 21, 22
./spec/routing/taxon_names_routing_spec.rb, 21, 22, 22
./spec/routing/type_materials_routing_spec.rb, 21, 22, 22
./spec/routing/users_routing_spec.rb, 21, 22, 22
./spec/taxonworks/factory_linting_spec.rb, 21, 21, 21
./spec/taxonworks/soft_validation_linting_spec.rb, 22, 21, 22
./spec/taxonworks/taxon_works_models_spec.rb, 22, 22, 22
./spec/validators/date_day_validator_spec.rb, 22, 21, 21
./spec/validators/date_month_validator_spec.rb, 21, 21, 22
./spec/validators/date_time_validator_spec.rb, 21, 21, 21
./spec/validators/date_year_validator_spec.rb, 21, 21, 21
./spec/validators/time_hour_validator_spec.rb, 22, 21, 21
./spec/validators/time_minute_validator_spec.rb, 21, 21, 22
./spec/validators/time_second_validator_spec.rb, 21, 21, 21
./spec/views/api/v1/taxon_names/all_rabl_spec.rb, 29, 29, 28
./spec/views/users/edit.html.erb_spec.rb, 22, 21, 21
./spec/views/users/forgot_password.html.erb_spec.rb, 21, 21, 22
./spec/views/users/new.html.erb_spec.rb, 21, 21, 21
./spec/views/users/send_password_reset.html.erb_spec.rb, 21, 21, 21
./spec/views/users/show.html.erb_spec.rb, 22, 21, 21
