taxonID,typeStatus,scientificName,sex,locality,verbatimLatitude,verbatimLongitude,institutionCode,catalogNumber,recordedBy,verbatimEventDate,typeDesignatedBy
1153114,"holotype","Notoperla fasciata McLellan, 2006","male","Southern South America, Argentina South, Chubut; 1200 meters","S 42.841111","W 71.265278","INSUE","ex vial P4","M. E. Hollmann","December 18, 2004","McLellan. 2006. In McLellan, Miserendino & Hollmann. Two new species of Notoperla (Plecoptera: Gripopterygidae) and a redescription of Notoperlopsis femina Illies.  . Zootaxa 1140"
1153118,"holotype","Notoperla magnispina McLellan, Miserendino & Hollmann, 2006","male","Southern South America, Argentina South, Chubut; 1200 meters","S 42.841056","W 71.265222","INSUE","vial P7","M. E. Hollmann","December 18, 2004","McLellan, Miserendino & Hollmann. 2006. Two new species of Notoperla (Plecoptera: Gripopterygidae) and a redescription of Notoperlopsis femina Illies.  . Zootaxa 1140:53-68"
1153122,"holotype","Notoperla macdowalli McLellan & Mercado, 2005","male","Southern South America, Chile Central, Santiago: Region Metropolitana, Estero La Leonera; 1812 meters","S 33.311250","W 70.320900","MNNC","","S. Elliott","October 1, 2003","McLellan & Mercado. 2005. In McLellan, Mercado & Elliott. A new species of Notoperla (Plecoptera: Gripopterygidae) from Chile. Illiesia: International Journal of Stonefly Research (Illiesia) 1(5)"
1153123,"holotype","Abranchioperla archiplatae Illies, 1958","undetermined","Southern South America, Chile Central, Santiago: rio Volcàn, Los Valdès; 1900 meters","S 33.750000","W 70.000000","MPLS","","J. Illies","March 7, 1958","Illies. 1958. Abranchioperlidae, eine neue Plecopterenfamilie. Investigaciones Zoologicas Chilenas (Invest. Zool. Chil.) 4:223-230"
1153124,"holotype","Senzilla tunelina Navás, 1917","male","Southern South America, Argentina South, Santa Cruz: Valle Túnel","S 49.577909","W 72.665423","MLP","","[Witte]","","Navás. 1917. Algunos insectos Neuropteros de la Argentina. Physis 1 3:186-196"
1153135,"holotype","Leptoperla reticulata Kimmins, 1951","female","Australia, New South Wales: Mt. Kosciusko, Spencers Creek","","","BMNH","","R.J. Tillyard","December 1, 1932","Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93"
1153155,"holotype","Leptoperla rugosa Kimmins, 1951","male","Australia, New South Wales, Australian Capital Territory: Lee's Springs","","","BMNH","","R.J. Tillyard","November 1, 1932","Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93"
1153160,"syntype","Gripopteryx panguipullii Navás, 1928","male","Southern South America, Chile South, Los Lagos: Panguipulli, Chile","S 39.643632","W 72.336494","ZMHB","","Faz","October 18, 1924","Navás. 1928. Insectos neotropicos. 4.a serie. Revista Chilena de Historia Natural (Rev. Chil. Hist. Nat.) 32:106-128"
1153160,"syntype","Gripopteryx panguipullii Navás, 1928","female","Southern South America, Chile South, Los Lagos: Panguipulli, Chile","S 39.643632","W 72.336494","ZMHB","","Faz","October 18, 1924","Navás. 1928. Insectos neotropicos. 4.a serie. Revista Chilena de Historia Natural (Rev. Chil. Hist. Nat.) 32:106-128"
1153176,"holotype","Zelandobius crawfordi McLellan, 2008","male","Australasia, New Zealand: Central Otago; 520 meters","","","NZAC","","B. H. Patrick","September 8, 1993","McLellan. 2008. Additions to Zelandobius (Plecoptera: Gripopterygidae Antarctoperlinae) from New Zealand  . Illiesia: International Journal of Stonefly Research (Illiesia) 4(2):11-18"
1153177,"holotype","Zelandobius edwardsi McLellan, 2008","male","Australasia, New Zealand: Hector Mts, Ben Nevis area; 1750 meters","","","NZAC","NZAC03000777","B.H Patrick","February 1, 1994","McLellan. 2008. Additions to Zelandobius (Plecoptera: Gripopterygidae Antarctoperlinae) from New Zealand  . Illiesia: International Journal of Stonefly Research (Illiesia) 4(2):11-18"
1153178,"holotype","Zelandobius alatus McLellan, 1993","female","New Zealand, New Zealand South I: CO, Old Man Range, in pool; 1554 meters","","","NZAC","","J.S. Dugdale","February 19, 1974","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153179,"holotype","Zelandobius albofasciatus McLellan, 1993","male","New Zealand, New Zealand South I: BR, Paparoa Range, Lochnagar Ridge; 1200 meters","","","NZAC","","J.S. Dugdale","December 6, 1969","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153181,"holotype","Zelandobius childi McLellan, 1993","male","New Zealand, New Zealand South I: CO, Rock & Pillar Range, snow patch; 1370 meters","","","NZAC","","J. Child","November 21, 1977","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153184,"holotype","Zelandobius cordatus McLellan, 1993","male","New Zealand, New Zealand South I: BR, Lewis Pass, tributary of Lewis River, first creek S of Foley's or Going's Creek","","","NZAC","","I.D. McLellan","November 21, 1965","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153185,"holotype","Zelandobius dugdalei McLellan, 1993","male","New Zealand, New Zealand South I: FD, Darran Mountains, Tutoko Bench, upper basin, alpine grassland; 1214 meters","","","NZAC","","J.S. Dugdale","January 14, 1977","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153186,"holotype","Zelandobius foxi McLellan, 1993","male","New Zealand, New Zealand South I: CO, Mt Teviot; 915 meters","","","NZAC","","K.J. Fox","November 19, 1985","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153187,"holotype","Zelandobius gibbsi McLellan, 1993","male","New Zealand, New Zealand South I: BR, Ada Pass Hut; 1158 meters","","","NZAC","","G.W. Gibbs","November 17, 1985","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153189,"holotype","Zelandobius inversus McLellan, 1993","male","New Zealand, New Zealand South I: CO, Pisa Range; 503 meters","","","NZAC","","B.H. Patrick","January 3, 1992","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153190,"holotype","Zelandobius jacksoni McLellan, 1993","female","New Zealand, New Zealand South I: NC-WD, Arthurs Pass National Park, Edwards Valley","","","CMNZ","","J.R. Jackson","September 13, 1965","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153191,"holotype","Zelandobius kuscheli McLellan, 1993","female","New Zealand, New Zealand South I: FD, Manapouri, Wolfe Flat; 1000 meters","","","NZAC","","G. Kuschel","January 16, 1970","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153192,"holotype","Zelandobius macburneyi McLellan, 1993","male","New Zealand, New Zealand South I: CO, Rock & Pillar Range; 1150 meters","","","NZAC","","J.G.R. McBurney","November 11, 1969","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153193,"holotype","Zelandobius mariae McLellan, 1993","male","New Zealand, New Zealand South I: CO, Pisa Range; 1650 meters","","","NZAC","","B.H. Patrick","January 3, 1992","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153194,"holotype","Zelandobius montanus McLellan, 1993","male","New Zealand, New Zealand South I: OL, Mt Aspiring National Park, Headlong Peak; 1859 meters","","","NZAC","","J.S. Dugdale","February 18, 1980","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153195,"holotype","Zelandobius ngaire McLellan, 1993","female","New Zealand, New Zealand South I: BR-MB, Ada Pass hut; 1158 meters","","","NZAC","","G.W. Gibbs","December 17, 1985","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153196,"holotype","Zelandobius patricki McLellan, 1993","male","New Zealand, New Zealand South I: CO, Rock & Pillar Range; 660 meters","","","OMNZ","","B.H. Patrick","August 16, 1990","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153197,"holotype","Zelandobius peglegensis McLellan, 1993","male","New Zealand, New Zealand South I: NC-WD, Arthurs Pass, Pegleg Creek","","","NZAC","","I.D. McLellan","November 10, 1986","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153198,"holotype","Zelandobius takahe McLellan, 1993","male","New Zealand, New Zealand South I: FD, Murchison Mountains, Takahe Valley, N side of Lake Orbell, beating Hebe","","","NZAC","","A.C. Eyles","December 6, 1972","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153199,"holotype","Zelandobius wardi McLellan, 1993","male","New Zealand, New Zealand South I: MC, Banks Peninsula, Hinewai Reserve","","","CMNZ","","J.B. Ward","October 28, 1990","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153201,"holotype","Zelandobius auratus McLellan, 1993","female","New Zealand, New Zealand South I: CO, Alexandra, Conroy's Road","","","NZAC","","B.H. Patrick","September 4, 1991","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153204,"holotype","Zelandobius truncus McLellan, 1993","male","New Zealand, New Zealand North I: WN, Lower Hutt, Korokoro Stream","","","NZAC","","I.D. McLellan","November 28, 1982","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153206,"holotype","Zelandobius uniramus McLellan, 1993","male","New Zealand, New Zealand South I: MK, Lake Tekapo, Glenmore Stream","","","NZAC","","G.W. Gibbs","December 1, 1986","McLellan. 1993. Antarctoperlinae (Insecta: Plecoptera). Fauna of New Zealand (Fauna N. Z.) 27:1-65"
1153221,"holotype","Chilenoperla illiesi Nelson, 1973","male","Southern South America, Argentina South, Rio Negro: Argentina, Bariloche","S 41.133472","W 71.310278","USNM","72595","Shannon, R.C. and Shannon, E.M.","November 1, 1926","Nelson, C.H. 1973. Synopsis of the genus Chilenoperla (Plecoptera: Gripoptcrygidae). The Pan-Pacific Entomologist (Pan-Pac. Ent.) 49(4):315-324"
1153222,"holotype","Chilenoperla elongata Vera, 2008","male","Southern South America, Chile Central","S 35.605000","W 71.062200","MNNC","","Vera","December 6, 2002","Vera. 2008. A new species of Chilenoperla (Plecoptera: Gripopterygidae) and the taxonomic consequences of the discovery of its nymph. Gayana (Concepción) (Gayana) 72(2):144-156"
1153223,"holotype","Chilenoperla puelche Vera, 2012","male","Southern South America, Chile Central, La Araucania: IX Region, Captren Lookout, Conguillio National Park; 0 meters","S 38.466667","W 71.700000","MNNC","","A. Vera","November 2, 2007","Vera. 2012. A new species of <i>Chilenoperla</i> (Plecoptera: Gripopterygidae) from the Andes of South America. Illiesia: International Journal of Stonefly Research (Illiesia) 3268:63-68"
1153228,"holotype","Megandiperla kuscheli Illies, 1960","male","Southern South America, Chile South, Magallanes: Monte Jervis; 1000 meters","S 49.166700","","MPLS","","G. Kuschel","December 20, 1958","Illies. 1960. Die erste auch im Larvenstadium terrestrische Plecoptere (Zugleich ein Beitrag zur Kenntnis der Unterfamilie Andiperlinae). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 33(3):161-168"
1153233,"holotype","Plegoperla borggreenae Illies, 1965","male","Southern South America, Chile Central: Arauco. Sierra de Nahuelbuta, Pichinahual; 1200 meters","S 37.783300","","MPLS","","L. Peña","January 23, 1954","Illies. 1965. Neue Plecopteren aus Chile und Argentinen. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 37:151-156"
1153240,"holotype","Pehuenioperla llaima Vera, 2009","female","Southern South America, Chile Central: Parque Nacional Conguillio, Estero Conguillio","","","MNNC","","Vera","September 20, 2008","Vera. 2009. Pehuenioperla llaima, a new genus and species of Gripopterygidae (Plecoptera) from South America. Revista de la Sociedad Entomologica Argentina 68(3-4):317-327"
1153288,"holotype","Eustheniopsis reticulata Tillyard, 1921","female","Australia, Tasmania","","","BMNH","","","","Tillyard. 1921. Revision of the family Eustheniidae (Order Perlaria) with descriptions of new genera and species. Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N. S. W.) 46:221-236 + 5 plates"
1153301,"holotype","Neuroperlopsis patris Illies, 1960","male","Southern South America, Chile Central: Osorno, Lago Puyehue; 1000 meters","S 40.666700","","MZLS","","J. Illies","December 24, 1957","Illies. 1960. Archiperlaria, eine neue Unterordnung der Plecopteren. (Revision der Familien Eustheniidae und Diamphipnoidae. Beiträge zur Entomologie (Beitr. Entomol.) 10:661-697"
1153311,"holotype","Stenoperla schedingi Navás, 1930","male","Southern America, Southern South America: Chile:: XIV: Valdivia, Corral","","","ZMUH","","C. Schending","January 17, 1907","Navás. 1930[1929]. Algunos insectos de Chile  . Revista Chilena de Historia Natural (Rev. Chil. Hist. Nat.) 33:326-334"
1153323,"holotype","Stenoperla maclellani Zwick, 1979","male","Australasia, New Zealand","","","NZAC","","","","Zwick, Peter. 1979. Revision of the stonefly family Eustheniidae (Plecoptera), with emphasis on the fauna of the Australian region  . Aquatic Insects 1(1):17-50"
1153324,"holotype","Chloroperla prasina Newman, 1845","male","Australasia, New Zealand","","","BMNH","","","","Newman. 1845. Addendum to the 'Synonymy of the Perlites, by Edward Newman,' published in the Mag. Nat. Hist. for 1839. The Zoologist: A Popular Miscellany of Natural History (Zoologist) 3:852-854"
1153329,"holotype","Diamphipnopsis beschi Illies, 1960","male","Southern America, Southern South America: Chile: XIV: Valdivia, Pillaifa Stream; 600 meters","S 39.916700","",,"","Besch","January 20, 1958","Illies. 1960. Archiperlaria, eine neue Unterordnung der Plecopteren. (Revision der Familien Eustheniidae und Diamphipnoidae. Beiträge zur Entomologie (Beitr. Entomol.) 10:661-697"
1153330,"holotype","Diamphipnopsis samali Illies, 1960","male","Southern South America, Chile South, Los Lagos: Chile: XIV: Valdivia, Panguipulli","S 39.644444","W 72.330556","MPLS","","A Faz","April 22, 1928","Illies. 1960. Archiperlaria, eine neue Unterordnung der Plecopteren. (Revision der Familien Eustheniidae und Diamphipnoidae. Beiträge zur Entomologie (Beitr. Entomol.) 10:661-697"
1153332,"holotype","Diamphipnoa colberti Stark, 2008","male","Southern South America, Chile Central: Maule, Pelluhue, along Rio Curanilahue","","","DEBU","","S. A. Marshall","November 26, 2006","Stark. 2008. Diamphipnoa colberti, a new stonefly species from Chile, and the possible female of Diamphipnopsis beschi Illies (Plecoptera: Diamphipnoidae). Illiesia: International Journal of Stonefly Research (Illiesia) 4(4):55-58"
1153333,"syntype","Stenoperla annulata Brauer, 1869","male","Southern America, Southern South America: Chile","","","ZMUH","","","","Brauer, Friedrich. 1869. Beschreibung neuer Neuropteren aus dem Museum Godeffroy in Hamburg. Verhandlungen der Zoologisch-Botanischen Gesellschaft in Wien (Verh. Zool. Bot. Ges. Wien) 19:9-18"
1153333,"syntype","Stenoperla annulata Brauer, 1869","female","Southern America, Southern South America: Chile","","","ZMUH","","","","Brauer, Friedrich. 1869. Beschreibung neuer Neuropteren aus dem Museum Godeffroy in Hamburg. Verhandlungen der Zoologisch-Botanischen Gesellschaft in Wien (Verh. Zool. Bot. Ges. Wien) 19:9-18"
1153334,"syntype","Diamphipnoa lichenalis Gerstaecker, 1873","male","Southern America, Southern South America: Chile: X: Llanguihue, Puerto Mont","","",,"","Fonck","January 1, 1860","Gerstaecker. 1873. Zur Morphologie der Orthoptera amphibiotica. Über Pteronarcys NEWM. und eine zweite, im Imago-Stadium mit Tracheenkiemen versehene Perlarien-Gattung. Festschrift nat. Fr. 1873:39-74 + 1 Tafel"
1153334,"syntype","Diamphipnoa lichenalis Gerstaecker, 1873","female","Southern America, Southern South America: Chile: X: Llanguihue, Puerto Mont","","",,"","Fonck","January 1, 1860","Gerstaecker. 1873. Zur Morphologie der Orthoptera amphibiotica. Über Pteronarcys NEWM. und eine zweite, im Imago-Stadium mit Tracheenkiemen versehene Perlarien-Gattung. Festschrift nat. Fr. 1873:39-74 + 1 Tafel"
1153335,"holotype","Diamphipnoa helgae Illies, 1960","male","Southern America, Southern South America: Chile, Malleco, Curacautin; 521 meters","S 38.416700","",,"","Peña","December 19, 1950","Illies. 1960. Archiperlaria, eine neue Unterordnung der Plecopteren. (Revision der Familien Eustheniidae und Diamphipnoidae. Beiträge zur Entomologie (Beitr. Entomol.) 10:661-697"
1153443,"holotype","Nemoura (Lednia) tumana Ricker, 1952","male","Northwestern U.S.A., Montana: Glacier National Park, Small glacial stream, 5,500’, Many Glacier; 1676 meters","","","INHS","","W. E. Ricker","August 24, 1946","Ricker. 1952. Systematic Studies in Plecoptera. Indiana University Publications Science Series (Ind.Univ.Pub.Sci.Ser.) 18:1-200"
1153443,"allotype","Nemoura (Lednia) tumana Ricker, 1952","female","Northwestern U.S.A., Montana: Glacier National Park, Small glacial stream, 5,500’, Many Glacier; 1676 meters","","","INHS","","W. E. Ricker","August 24, 1946","Ricker. 1952. Systematic Studies in Plecoptera. Indiana University Publications Science Series (Ind.Univ.Pub.Sci.Ser.) 18:1-200"
1153443,"paratype","Nemoura (Lednia) tumana Ricker, 1952","male","Northwestern U.S.A., Montana: Glacier National Park, Small glacial stream, 5,500’, Many Glacier; 1676 meters","","","CNC","","W. E. Ricker","August 24, 1946","Ricker. 1952. Systematic Studies in Plecoptera. Indiana University Publications Science Series (Ind.Univ.Pub.Sci.Ser.) 18:1-200"
1153444,"holotype","Lednia borealis Baumann & Kondratieff, 2010","male","Northwestern U.S.A., Washington, Whatcom County: North Cascades National Park, Redoubt Lake; 1615 meters","N 48.973800","W 121.312100","USNM","","E. Deimling","August 29, 1989","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","female","Northwestern U.S.A., Washington, Lewis County: Mount Rainier National Park, spring source Snow Lake, Snow Lake Basin","N 46.756300","W 121.700500","BYUC","","J. Kubo","August 25, 2010","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","undetermined","Northwestern U.S.A., Washington, Lewis County: Mount Rainier National Park, spring source Snow Lake, Snow Lake Basin","N 46.756300","W 121.700500","BYUC","","J. Kubo","August 25, 2010","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","male","Northwestern U.S.A., Washington, Lewis County: Mount Rainier National Park, spring source Snow Lake, Snow Lake Basin","N 46.756300","W 121.700500","CSUC","","J. Kubo","August 25, 2010","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","female","Northwestern U.S.A., Washington, Lewis County: Mount Rainier National Park, spring source Snow Lake, Snow Lake Basin","N 46.756300","W 121.700500","CSUC","","J. Kubo","August 25, 2010","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","male","Northwestern U.S.A., Washington, Pierce County: Mount Rainier National Park, Fryingpan Creek, Sunrise Road Bridge","","","CSUC","","B. C. Kondratieff","July 16, 2000","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","female","Northwestern U.S.A., Washington, Whatcom County: Mount Baker National Forest, Upper Bagley Lake, 4,400’; 1341 meters","","","BYUC","","M. M. Ellsbury","July 30, 1987","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","female","Northwestern U.S.A., Washington, Whatcom County: North Cascades National Park, Nert Lake; 1389 meters","N 48.704900","W 121.501600","BYUC","","R. Hoffman","September 11, 1989","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","female","Northwestern U.S.A., Washington, Whatcom County: North Cascades National Park, No Name; 1171 meters","N 48.850300","W 121.112900","BYUC","","R. Hoffman","August 24, 1989","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","male","Northwestern U.S.A., Washington, Whatcom County: North Cascades National Park, Price Lake; 1192 meters","N 48.853700","W 121.603000","BYUC","","E. Deimling","September 6, 1989","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153444,"paratype","Lednia borealis Baumann & Kondratieff, 2010","male",,"N 48.882600","W 121.369300","BYUC","","G. Lomnicky","September 8, 1989","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153445,"holotype","Lednia sierra Baumann & Kondratieff, 2010","male","Southwestern U.S.A., California, Inyo County: South Fork Big Pine Creek, 1.5 miles W Willow Lake; 3353 meters","","","USNM","","D. Giuliani","August 27, 1985","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153445,"paratype","Lednia sierra Baumann & Kondratieff, 2010","male","Southwestern U.S.A., California, Inyo County: South Fork Big Pine Creek, 1.5 miles W Willow Lake; 3353 meters","","","BYUC","","D. Giuliani","August 27, 1985","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153445,"paratype","Lednia sierra Baumann & Kondratieff, 2010","female","Southwestern U.S.A., California, Inyo County: South Fork Big Pine Creek, 1.5 miles W Willow Lake; 3353 meters","","","BYUC","","D. Giuliani","August 27, 1985","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153445,"paratype","Lednia sierra Baumann & Kondratieff, 2010","female","Southwestern U.S.A., California: Ruby Creek, Sierra Nevada; 3450 meters","N 37.411400","W 118.770300","BYUC","","L. E. Serpa","August 20, 2010","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153445,"paratype","Lednia sierra Baumann & Kondratieff, 2010","undetermined","Southwestern U.S.A., California: Mono Co., Cold Water Creek, Sierra Nevada Mts.; 3063 meters","N 37.574200","W 118.988100","BYUC","","L. Serpa","August 19, 2010","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153445,"paratype","Lednia sierra Baumann & Kondratieff, 2010","female","Southwestern U.S.A., California, Mono County: stream above Conness Lakes; 3414 meters","N 37.976800","W 119.309400","BYUC","","D. Giuliani","August 11, 1986","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153445,"paratype","Lednia sierra Baumann & Kondratieff, 2010","undetermined","Southwestern U.S.A., California, Mono County: stream above Conness Lakes; 3414 meters","N 37.976800","W 119.309400","BYUC","","D. Giuliani","August 11, 1986","Baumann & Kondratieff. 2010. The stonefly genus <i>Lednia</i> in North America (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 6(25):315-327"
1153446,"holotype","Lednia tetonica Baumann & Call, 2012","male","Northwestern U.S.A., Wyoming, Teton County: South Fork, Darby Creek, Wind Cave, southeast of Driggs, Idaho","","","USNM","","R.G. Call","August 27, 2011","Baumann & Call. 2012. Lednia tetonica, a new species of stonefly from Wyoming (Plecoptera: Nemouridae). Illiesia: International Journal of Stonefly Research (Illiesia) 8(8):104-110"
1153450,"holotype","Nemoura gracilis Zhiltzova, 1982","male","Russian Far East, Sakhalin: ""sklony, raion gopy Chekhova, Sakhalin [Russia]"", coordinates set to center of Sakhalin Island.","N 50.091600","E 143.083900",,"","","","Zhiltzova. 1982. New stonefly species (Plecoptera, Nemouridae) from the Far East. Vestnik Zoologii (Vestn. Zool.) 1982(2):37-44"
1153479,"holotype","Nemoura bituberculata Kimmins, 1950","female","Indian Subcontinent, Assam: Delai valley, Taphlogam; 1219 meters","","","BMNH","","M. Steele","November 11, 1936","Kimmins. 1950. Some Asamese Plecoptera, with descriptions of new species of Nemouridae. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 12 3:194-209"
1153480,"holotype","Nemoura bokhari Aubert, 1967","male","Indian Subcontinent, Assam: Kameng Frontier Division, Bokhar; 671 meters","","","MZLS","","F. Schmid","March 13, 1961","Aubert. 1967. Les Nemouridae de l'Assam (Plécoptères). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 39(3/4):209-253"
1153482,"holotype","Nemoura brevicauda Zwick, 1980","male","Indian Subcontinent, India: Meghalaya, Shillong","","","NHMB","","Wittmer et Baroni Urbani","May 12, 1976","Zwick, Peter. 1980. In Zwick, Peter & Sivec. Beitrage zur Kenntnis der Plecoptera des Himalaja. Entomologica Basiliensia (Entomol. Basil.) 5"
1153536,"holotype","Nemoura magnicauda Zwick, 1980","male","Indian Subcontinent, India: Darjeeling, Chum Khona (Ghum); 2200 meters","","","NHMB","","W. Wittmer","May 28, 1975","Zwick, Peter. 1980. In Zwick, Peter & Sivec. Beitrage zur Kenntnis der Plecoptera des Himalaja. Entomologica Basiliensia (Entomol. Basil.) 5"
1153551,"holotype","Nemoura nepalensis Zwick, 1980","male","Indian Subcontinent, Nepal: Dhaulagiri, Weg von Dhorpatan nach Thankur; 2600 meters","","","MPLS","","J. Martens","May 25, 1973","Zwick, Peter. 1980. In Zwick, Peter & Sivec. Beitrage zur Kenntnis der Plecoptera des Himalaja. Entomologica Basiliensia (Entomol. Basil.) 5"
