taxonID,typeStatus,scientificName,sex,locality,verbatimLatitude,verbatimLongitude,institutionCode,catalogNumber,recordedBy,verbatimEventDate,typeDesignatedBy
1155258,"holotype","Rhopalopsole yangdingi Sivec, Harper & Shimizu, 2008","male","China, China Southeast, Jiangxi: China, Mount Dayue, Jiangxi Province","","","IAEYU","","W. Jianguo","May 22, 1996","Sivec, P.P. Harper & Shimizu. 2008. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:1-122"
1155258,"paratype","Rhopalopsole yangdingi Sivec, Harper & Shimizu, 2008","female","China, China Southeast, Jiangxi: China, Mount Dayue, Jiangxi Province","","","IAEYU","","W. Jianguo","May 22, 1996","Sivec, P.P. Harper & Shimizu. 2008. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:1-122"
1155259,"holotype","Rhopalopsole duyuzhoui Sivec & Harper, 2008","male","China, China Southeast, Zhejiang: China, Zhejiang Province, Mt. Baishanzu. Coordinates are general area of Mt. Baish.","N 27.700000","E 119.100000","IAEYU","","","","Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15"
1155260,"holotype","Rhopalopsole curvispina Qian & Du, 2013","male","China, China South-central, Guizhou: Zunyi City, Dasha River; 1615 meters","","","YUIC","","Liao Qi-Rong","May 22, 2004","Qian & Du. 2013. Two new species of Rhopalopsole (Plecoptera: Leuctridae) from China. Zootaxa 3599(6):588-592"
1155261,"holotype","Rhopalopsole exiguspina Du & Qian, 2011","male","China, China South-central, Guizhou: Yanhe County, Shaba Village; 930 meters","","","YUIC","","Xue Hai-Yang","October 5, 2007","Du & Qian. 2011. In Qian & Du. Two new species of genus Rhopalopsole (Insecta,  Plecoptera, Leuctridae) from China. Zookeys 154"
1155262,"holotype","Rhopalopsole ampulla Du & Qian, 2011","male","China, China South-central, Guizhou: Yanhe County, Shaba Village; 903 meters","","","YUIC","","Xue Hai-Yang","October 5, 2007","Du & Qian. 2011. In Qian & Du. Two new species of genus Rhopalopsole (Insecta,  Plecoptera, Leuctridae) from China. Zookeys 154"
1155263,"holotype","Rhopalopsole tricuspis Qian & Du, 2012","male","China, China North-central, Shaanxi: Qinling Mountain Range, Liuba County, Miaotaizi (Zhangliang  Temple); 1400 meters","","","YUIC","","Du Yuzhou","June 8, 1998","Qian & Du. 2012. A new stonefly species, Rhopalopsole tricuspis (Leuctridae:  Plecoptera), and three new records of stoneflies from the  Qinling Mountains of Shaanxi, China. Journal of Insect Science 12(47):1-9"
1155264,"holotype","Rhopalopsole azun Stark & Sivec, 2012","male","Indo-China, Vietnam: Gia Lai, An Khe District, Tram Lap, Azun River, 2 km NW on trail from forestry building","","","ROME","ROM 961084","D.C. Currie, J. Swann","June 23, 1996","Stark & Sivec. 2012. In Stark, Sivec & Shimizu. Notes on Rhopalopsole Klapálek (Plecoptera: Leuctridae), with descriptions of three new species from Vietnam. Illiesia: International Journal of Stonefly Research (Illiesia) 8(13)"
1155265,"holotype","Rhopalopsole minima Stark & Sivec, 2012","male","Indo-China, Vietnam: Nghe An, ca. 25 km SW Con Cuong, Khe Moi River Forestry Camp","","","ROME","ROM 956154","B. Hubley, J. Swann","June 4, 1995","Stark & Sivec. 2012. In Stark, Sivec & Shimizu. Notes on Rhopalopsole Klapálek (Plecoptera: Leuctridae), with descriptions of three new species from Vietnam. Illiesia: International Journal of Stonefly Research (Illiesia) 8(13)"
1155266,"holotype","Rhopalopsole sapa Stark & Sivec, 2012","male","Indo-China, Vietnam: Lao Cai, Sapa, large waterfall on road from Sapa to Lai Chau","","","ROME","ROM 956015","D.C. Currie, B. Hubley, J. Swann","May 7, 1995","Stark & Sivec. 2012. In Stark, Sivec & Shimizu. Notes on Rhopalopsole Klapálek (Plecoptera: Leuctridae), with descriptions of three new species from Vietnam. Illiesia: International Journal of Stonefly Research (Illiesia) 8(13)"
1155274,"holotype","Tyrrhenoleuctra antoninoi Fochetti & Tierno de Figueroa, 2009","male","Southwestern Europe, Spain: Balearic Islands, Mallorca Island, San Miguel brooklet, Coves di Companet; 20 meters","N 39.796700","E 2.976700","MZUL","","Fochetti & Sezzi","March 30, 1999","Fochetti & Tierno de Figueroa. 2009. A new species of Leuctridae discovered by means of molecular and biochemical approaches: Tyrrhenoleuctra antoninoi n. sp. (Insecta: Plecoptera)   . Zootaxa 2112:41-46"
1155278,"holotype","Zealeuctra cherokee Stark & Stewart, 1973","male","North-Central U.S.A., Oklahoma, Sequoyah County: Oklahoma; Sequoyah Co.; unnamed stream","","","USNM","USNM 72425","Stark, W. P.","February 13, 1972","Stark & Stewart. 1973. New species and descriptions of stoneflies (Plecoptera) from Oklahoma. Entomological News (Ent. News) 84(6):192-197"
1155293,"holotype","Jurataenionema inornatus Liu & Ren, 2007","female","China, Inner Mongolia: Daohugou Village, Chifeng City","","","CNU","","","","Liu & Ren. 2007. In Liu, Ren, Sinitshenkova & Shih. The oldest known record of Taeniopterygidae in the Middle Jurassic of Daohugou, Inner Mongolia, China (Insecta: Plecoptera). Zootaxa 1521"
1155294,"holotype","Jurataenionema stigmaeus Liu & Ren, 2007","female","China, Inner Mongolia: Daohugou Village, Chifeng City","","","CNU","NMDHG 183","","","Liu & Ren. 2007. In Liu, Ren, Sinitshenkova & Shih. The oldest known record of Taeniopterygidae in the Middle Jurassic of Daohugou, Inner Mongolia, China (Insecta: Plecoptera). Zootaxa 1521"
1155312,"paratype","Taeniopteryx burksi Ricker & Ross, 1968","male","Northeastern U.S.A., Ohio, Athens County: [Amesville], McDougall Bridge , Ames Township ","N 39.396700","W 81.962600","INHS","INHS-Plecoptera 6728","T.H. Frison","March 5, 1938","Ricker & Ross. 1968. North American species of Taeniopteryx (Plecoptera, Insecta). Journal of the Fisheries Research Board of Canada (J. Fish. Res. Bd. Can.) 25(7):1423-1439"
1155312,"paratype","Taeniopteryx burksi Ricker & Ross, 1968","female","Northeastern U.S.A., Ohio, Athens County: [Amesville], McDougall Bridge , Ames Township ","N 39.396700","W 81.962600","INHS","INHS-Plecoptera 6728","T.H. Frison","March 5, 1938","Ricker & Ross. 1968. North American species of Taeniopteryx (Plecoptera, Insecta). Journal of the Fisheries Research Board of Canada (J. Fish. Res. Bd. Can.) 25(7):1423-1439"
1155312,"paratype","Taeniopteryx burksi Ricker & Ross, 1968","male","Northeastern U.S.A., Ohio, Hocking County: 3 km SSW Cedar Falls, Ash Cave. Hocking Hills State Park","N 39.399500","W 82.544500","INHS","INHS-Plecoptera 6601","T.H. Frison","March 6, 1938","Ricker & Ross. 1968. North American species of Taeniopteryx (Plecoptera, Insecta). Journal of the Fisheries Research Board of Canada (J. Fish. Res. Bd. Can.) 25(7):1423-1439"
1155312,"paratype","Taeniopteryx burksi Ricker & Ross, 1968","female","Northeastern U.S.A., Ohio, Hocking County: 3 km SSW Cedar Falls, Ash Cave. Hocking Hills State Park","N 39.399500","W 82.544500","INHS","INHS-Plecoptera 6601","T.H. Frison","March 6, 1938","Ricker & Ross. 1968. North American species of Taeniopteryx (Plecoptera, Insecta). Journal of the Fisheries Research Board of Canada (J. Fish. Res. Bd. Can.) 25(7):1423-1439"
1155315,"holotype","Taeniopteryx garumnica hubaulti Aubert, 1946","male","Middle Europe, Switzerland: Fribourg, Veveyse, Châtel St. Denis","","","MZLS","","J. Aubert","April 4, 1943","Aubert. 1946. Les Plécopteres de la Suisse Romande. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 20:8-128"
1155321,"holotype","Taeniopteryx nelsoni Kondratieff & Kirchner, 1982","male","Southeastern U.S.A., Virginia, Grayson County: Va.; Grayson Co.; Lewis fork; Rt. 603","","","USNM","USNM 77521","Kondratieff, B. C.; Kirchner","December 28, 1980","Kondratieff & Kirchner. 1982. Taeniopteryx nelsoni, a new species of winter stonefly from Virginia (Plecoptera: Taeniopterygidae). Journal of the Kansas Entomological Society (J. Kans. Entomol. Soc.) 55(1):1-7"
1155324,"holotype","Taeniopteryx pecos Baumann & Jacobi, 1984","male","South-Central U.S.A., New Mexico, San Miguel County: New Mexico, San Miguel Co./ Pecos River, Hwy. 119/ Tecolotito; 0 meters","","","USNM","USNM 100861","Jacobi, G. Z.","February 27, 1979","Baumann & Jacobi. 1984. Two new species of stoneflies (Plecoptera) from New Mexico. Proceedings of the Entomological Society of Washington (Proc. Entomol. Soc. Wash.) 86(1):147-154"
1155325,"holotype","Taeniopteryx robinae Kondratieff & Kirchner, 1984","male","Southeastern U.S.A., South Carolina, Barnwell County: Meyers Branch, Road B 6.2, SRP, Barnwell Co., SC","","","USNM","USNM 101530","Kondratieff, B. C.","December 17, 1983","Kondratieff & Kirchner. 1984. New species of Taeniopteryx (Plecoptera: Taeniopterygidae) from South Carolina. Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 77(6):733-736"
1155328,"holotype","Taeniopteryx starki Stewart & Szczytko, 1974","male","South-Central U.S.A., Texas, Coryell County: Tex.; Coryell Co.; City Limit of Gatesville; Leon River","","","USNM","USNM 73057","Szczytko, S. W.; Zeigler, D.","February 2, 1974","Stewart & Szczytko. 1974. A new species of Taeniopteryx from Texas (Plecoptera: Taeniopterygidae). Journal of the Kansas Entomological Society (J. Kans. Entomol. Soc.) 47(4):451-458"
1155341,"holotype","Brachyptera mussardi Aubert, 1960","male","Northern Africa, Morocco: Maroc, Azib de Ketama; 1400 meters","","","MZLS","","J. Aubert","April 25, 1960","Aubert. 1960. Contribution à l'étude des Plécoptères du Maroc. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 33(4):213-222"
1155349,"holotype","Brachyptera calabrica Aubert, 1953","male","Southeastern Europe, Italy: Calabre, Neto, Sila","","","MZLS","","J. Aubert","May 16, 1952","Aubert. 1953. Contribution a Fetude des Plecopteres et des Ephemeropteres de la Calabre. Ann. Ist. Mus. Zool. Univ. Napoli 5(2):1-35"
1155350,"holotype","Brachyptera dinarica Aubert, 1964","male","Southeastern Europe, Albania: Skodra","","","NMW","","Karny","February 9, 1918","Aubert. 1964. Quelques Plécoptères du Museum d'Histoire naturelle de Vienne. Annalen des Naturhistorischen Museums in Wien (Ann. nat.-hist. Mus. Wien) 67:287-301"
1155354,"holotype","Brachyptera helenica Aubert, 1956","male","Southeastern Europe, Greece: Epire, col de Metsovon; 1600 meters","","","MZLS","","J. Aubert","June 9, 1955","Aubert. 1956. Contribution à l'étude des Plècoptéres de Grèce. Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 29(2):187-213"
1155361,"holotype","Nemoura variegata Stephens, 1836","female",,"","","BMNH","","","","Stephens. 1836. Illustrations of British entomology; or a synopsis of indigenous insects: containing their generic and specific distinctions with an account of their metamorphoses, times of appearance, localities, food and economy, as far as practicable, with coloured figures (from Westwood) of the rare and more interesting species, Baldwin & Cradock, London 6:134-145"
1155385,"holotype","Kyphopteryx dorsalis Kimmins, 1947","male","China, Tibet: Chumbi Valley; 3353 meters","","","BMNH","","R.W.G. Hingston (Everest Expedition)","April 2, 1924","Kimmins. 1947[1946]. New species of Himalayan Plecoptera. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 11 13:721-740"
1155391,"holotype","Rhabdiopteryx lunata Kimmins, 1947","male","China, Tibet: Rongbuk; 4724 meters","","","BMNH","","R.W.G. Hingston (Everest Expedition)","May 22, 1924","Kimmins. 1947[1946]. New species of Himalayan Plecoptera. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 11 13:721-740"
1155400,"holotype","Obipteryx yugawae Kohno, 1965","male","Eastern Asia, Japan: Higashiyama; Prov. of Iwashiro; Japan","","","USNM","USNM 104077","Kohno, Mitsuko","April 10, 1939","Kohno. 1965. In Asahina [Ed.]. Order Plecoptera. Iconographia insectorum japonicorum: colore naturali edita (Iconographia insectorum japonicorum) 3:22-23, 41-44"
1155414,"holotype","Taeniopteryx (Oemopteryx) alex Hanson, 1938","male","Northeastern U.S.A., New York: N.Y.; Wells; Sacandaga R.; 305 meters","","","USNM","","Alexander, Charles P.","April 3, 1937","Hanson. 1938. Studies on the Plecoptera of North America. Bulletin of the Brooklyn entomological Society (Bull. Brook. ent. Soc.) 33:79-82"
1155416,"holotype","Oemopteryx leei Baumann & Kondratieff, 2009","male","Southwestern U.S.A., California, Humboldt County: Willow Creek, Hwy 299, mile 29.54","","","CAS","","J.J. Lee","April 13, 2006","Baumann & Kondratieff. 2009. In Staniczek. International Perspectives in Mayfly and Stonefly Research, Proceedings of the 12th International Conference on Ephemeroptera and the 16th International Symposium on Plecoptera, Stuttgart, 2008. Studies on Oemopteryx vanduzeea (Claassen, 1937) and a new species in the O. vanduzeea species group (Plecoptera: Taeniopterygidae) from the Pacific Northwest, USA. Aquatic Insects Supplement 1 31:195-202"
1155421,"holotype","Rhabdiopteryx anglica Kimmins, 1943","male","Northern Europe, Great Britain, England: Yorkshire, Pickering Beck","","","BMNH","","H. Whitehead","March 28, 1942","Kimmins. 1943. Rhabdiopteryx anglica, a new British species of Plecoptera. Proceedings of the Royal Society of London, Series B. Taxonomy. (Proc. R. Entomol. Soc. London Ser. B Taxon.) B 12:42-44"
1155423,"holotype","Rhabdiopteryx thienemanni Illies, 1957","male","Southwestern Europe, Spain: Sierra de Guadarrama, route Madrid-Escorial","","","MZLS","","Wülker","April 22, 1954","Illies. 1957. Beitrag zur Kenntnis der Gattung Rhabdiopteryx Klap. (Plecoptera). Archiv für Hydrobiologie (Arch.Hydrobiol.) 53(4):455-464"
1155430,"holotype","Rhabdiopteryx neglecta italica Aubert, 1953","male","Southeastern Europe, Italy: Calabre, Mucone; 1250 meters","","","MZLS","","J. Aubert","May 16, 1952","Aubert. 1953. Contribution a Fetude des Plecopteres et des Ephemeropteres de la Calabre. Ann. Ist. Mus. Zool. Univ. Napoli 5(2):1-35"
1155446,"holotype","Rhabdiopteryx japonica Okamoto, 1922","male","Eastern Asia, Japan, Hokkaido","N 43.341160","E 142.855220",,"","","","Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI"
1155449,"type","Taeniopteryx pacifica Banks, 1900","male","Northwestern U.S.A., Washington, Whitman County: Pullman; collected in April","N 46.731270","W 117.179620","MCZ","MCZT_11304","C. V. Piper, R. W. Doane","","Banks. 1900[1899]. New genera and species of Nearctic Neuropteroid Insects. Transactions of the American Entomological Society (Trans.Amer.Ent.Soc.) 26(3):239-259"
1155451,"holotype","Taenionema atlanticum Ricker & Ross, 1975","male","Northeastern U.S.A., West Virginia, Greenbrier County: Three miles west of the state line on U.S. Road 60, near White Sulphur Springs","N 37.795240","W 80.301690","CNC","","W.E. Ricker","March 19, 1950","Ricker & Ross. 1975. Synopsis of the Brachypterinae (Insecta: Plecoptera: Taeniopterygidae). Canadian Journal of Zoology (Can. J. Zool.) 53(2):132-153"
1155452,"holotype","Taeniopteryx (Taenionema) californica Needham & Claassen, 1925","male","Southwestern U.S.A., California: Palo Alto","N 37.441880","W 122.143020","CUIC","","","February 1, 1892","Needham & Claassen. 1925. A Monograph of the Plecoptera or Stoneflies of America North of Mexico. The Thomas Say Foundation II:1-397"
1155453,"holotype","Taeniopteryx (Taeniopteryx) grinnelli Banks, 1918","male","Southwestern U.S.A., California, Los Angeles County: Milliard Canyon nr Pasadena","N 34.213150","W 118.160150","MCZ","","","April 10, 1908","Banks. 1918. New Neuropteroid Insects. Bulletin of the Museum of Comparative Zoology at Harvard College (Bull. Mus. Comp. Zool.) 62(1):3-22, 2 pls."
1155454,"holotype","Taenionema jacobii Stanger & Baumann, 1993","male","South-Central U.S.A., New Mexico, Grant County: Hwy. 225 Gila National Forest; 2003 meters","N 32.897510","W 108.232330","USNM","76500","G. Z. Jacobi, L. R. Smolka","March 25, 1981","Stanger & Baumann. 1993. A revision of the stonefly genus Taenionema (Plecoptera: Taeniopterygidae). Transactions of the American Entomological Society (Trans.Amer.Ent.Soc.) 119(3):171-229"
1155455,"holotype","Taenionema jewetti Stanger & Baumann, 1993","male","Northwestern U.S.A., Oregon, Wasco County: 3 mi. W Rowena, Mount Hood National Forest","N 45.688970","W 121.309060","USNM","76501","S.G. Jewett, Jr.","March 18, 1953","Stanger & Baumann. 1993. A revision of the stonefly genus Taenionema (Plecoptera: Taeniopterygidae). Transactions of the American Entomological Society (Trans.Amer.Ent.Soc.) 119(3):171-229"
1155456,"holotype","Taeniopteryx kincaidi Hoppe, 1938","male","Northwestern U.S.A., Washington, Snohomish County: White Horse Mountain","N 48.211510","W 121.678180","INHS","INHSPlec1598","G. N. Hoppe","May 15, 1932","Hoppe. 1938. Plecoptera of Washington. University of Washington Publications in Biology (Univ. Wash. Publ. Biol.) 4(2):139-174"
1155458,"type","Nemoura pallida Banks, 1902","female","Northwestern U.S.A., Colorado: Little Beaver","","","MCZ","MCZT_11362","MCZT_11362","July 18, 1898","Banks. 1902. Notes and Descriptions of Perlidae. Canadian Entomologist (Canad. Ent.) 34:123-125"
1155461,"type","Taeniopteryx (Taeniopteryx) pallida Banks, 1918","female","Northwestern U.S.A., Washington, Chelan County: Wenatchee","","","MCZ","MCZT_10052","Newcomer","May 31, 1915","Banks. 1918. New Neuropteroid Insects. Bulletin of the Museum of Comparative Zoology at Harvard College (Bull. Mus. Comp. Zool.) 62(1):3-22, 2 pls."
1155464,"holotype","Taenionema uinta Stanger & Baumann, 1993","male","Southwestern U.S.A., Utah, Wasatch County: Utah, Wasatch Co., Provo River, Hwy 113, Midway","","","USNM","USNM 76502","Clark, S. M.; Stanger, J. A.","March 18, 1981","Stanger & Baumann. 1993. A revision of the stonefly genus Taenionema (Plecoptera: Taeniopterygidae). Transactions of the American Entomological Society (Trans.Amer.Ent.Soc.) 119(3):171-229"
1155465,"holotype","Taenionema umatilla Stanger & Baumann, 1993","male","Northwestern U.S.A., Oregon, Umatilla County: Oregon, Umatilla Co., Meacham","","","USNM","USNM 76503","Jewett, S. G. Jr.","April 26, 1960","Stanger & Baumann. 1993. A revision of the stonefly genus Taenionema (Plecoptera: Taeniopterygidae). Transactions of the American Entomological Society (Trans.Amer.Ent.Soc.) 119(3):171-229"
1155477,"holotype","Palaeotaeniopteryx perlonga Sinitshenkova, 2004","undetermined","East Europe, Russia East: Novo-Aleksandrovka, Orenberg region, 6 km north of the village of Troitskow, on the left bank of the Kuplya River in the village of Novo-Aleksandrovka, 100 m downstream of the bridge","","","PIN","","","","Sinitshenkova. 2004. New stoneflies of the family Palaeonemouridae from the Upper Permian of Udmurtiya and the Orenburg Region (Insecta: Perlida = Plecoptera). Paleontological Journal 38(Suppl 2):S164-S172"
1155478,"holotype","Palaeotaeniopteryx distalis Sinitshenkova, 2004","undetermined","East Europe, Russia East: Novo-Aleksandrovka, Orenberg region, 6 km north of the village of Troitskow, on the left bank of the Kuplya River in the village of Novo-Aleksandrovka, 100 m downstream of the bridge","","","PIN","3700/74","","","Sinitshenkova. 2004. New stoneflies of the family Palaeonemouridae from the Upper Permian of Udmurtiya and the Orenburg Region (Insecta: Perlida = Plecoptera). Paleontological Journal 38(Suppl 2):S164-S172"
1155495,"holotype","Palaeonemoura proximalis Sinitshenkova, 2004","undetermined","East Europe, Russia East","","","PIN","3286/7","","","Sinitshenkova. 2004. New stoneflies of the family Palaeonemouridae from the Upper Permian of Udmurtiya and the Orenburg Region (Insecta: Perlida = Plecoptera). Paleontological Journal 38(Suppl 2):S164-S172"
1155540,"holotype","Pronemoura shii Liu, Sinitshenkova & Ren, 2011","undetermined","China, Inner Mongolia: Daohugou beds","","","CNU","NMDHG3","","","Liu, Sinitshenkova & Ren. 2011. In Liu, Sinitshenkova, Ren & Shih. Pronemouridae fam. nov. (Insecta: Plecoptera), the stem group of nemouridae and notonemouridae, from the Middle Jurassic of Inner Mongolia, China. Palaeontology 54(4)"
1155541,"holotype","Pronemoura angustithorax Liu, Ren & Shih, 2011","undetermined","China, Inner Mongolia: Daohugou village, Ningcheng County","","","CNU","NMDHG13","","","Liu, Ren & Shih. 2011. In Liu, Sinitshenkova, Ren & Shih. Pronemouridae fam. nov. (Insecta: Plecoptera), the stem group of nemouridae and notonemouridae, from the Middle Jurassic of Inner Mongolia, China. Palaeontology 54(4)"
1155542,"holotype","Pronemoura longialata Liu, Sinitshenkova & Ren, 2011","undetermined","China, Inner Mongolia: Daohugou village, Ningcheng County","","","CNU","NMDHG 8","","","Liu, Sinitshenkova & Ren. 2011. In Liu, Sinitshenkova, Ren & Shih. Pronemouridae fam. nov. (Insecta: Plecoptera), the stem group of nemouridae and notonemouridae, from the Middle Jurassic of Inner Mongolia, China. Palaeontology 54(4)"
1155543,"holotype","Pronemoura minuta Liu, Sinitshenkova & Shih, 2011","undetermined","China, Inner Mongolia: Daohugou village, Ningcheng County","","","CNU","NMDHG17","","","Liu, Sinitshenkova & Shih. 2011. In Liu, Sinitshenkova, Ren & Shih. Pronemouridae fam. nov. (Insecta: Plecoptera), the stem group of nemouridae and notonemouridae, from the Middle Jurassic of Inner Mongolia, China. Palaeontology 54(4)"
1155544,"holotype","Pronemoura peculiaris Liu, Sinitshenkova & Ren, 2011","undetermined","China, Inner Mongolia: Daohugou village, Ningcheng County","","","CNU","NMDHG14","","","Liu, Sinitshenkova & Ren. 2011. In Liu, Sinitshenkova, Ren & Shih. Pronemouridae fam. nov. (Insecta: Plecoptera), the stem group of nemouridae and notonemouridae, from the Middle Jurassic of Inner Mongolia, China. Palaeontology 54(4)"
1155548,"holotype","Scopura jiri Jin & Bae, 2005","male","Eastern Asia, Korea, South Korea: Jeollanam-do, Gurye-gun, Jirisan (Mt.)","","","SKWU","","","","Jin, Younghun & Bae. 2005. A new wingless stonefly, Scopura jiri (Plecoptera: Scopuridae), from Korea. Entomological News (Ent. News) 116(2):89-92"
1155550,"holotype","Scopura gaya Jin & Bae, 2005","male","Eastern Asia, Korea, South Korea: Gyeongsangnam-do, Hapcheon-gun, Gayasan (Mt.)","","","SKWU","","","","Jin, Younghun & Bae. 2005. The wingless stonefly family Scopuridae (Plecoptera) in Korea. Aquatic Insects 27(1):21-34"
1155606,"holotype","Kathroperla takhoma Stark & Surdick, 1987","male","Northwestern U.S.A., Washington: Washington, Mt. Rainier National Park Falls Creek Highway 706 near jct. Ohanapecosh River","","","USNM","USNM 103787","Baumann, R. W.","June 15, 1969","Stark & Surdick. 1987. A new Kathroperla species from western North America (Plecoptera: Chloroperlidae). Proceedings of the Entomological Society of Washington (Proc. Entomol. Soc. Wash.) 89(3):527-531"
1155607,"holotype","Kathroperla doma Stark, 2010","male","Eastern Asia, Korea, South Korea: Republic of Korea, Chungbuk, Sangchon-Myeon, Dungeon-li near Doma Pass; 750 meters","","","USNM","","P. Tripotin","May 2, 2006","Stark. 2010. Studies on Korean stoneflies (Insecta: Plecoptera) with descriptions of two new species. Illiesia: International Journal of Stonefly Research (Illiesia) 6(1):1-10"
1155620,"holotype","Sasquaperla hoopa Stark & Baumann, 2001","male","Southwestern U.S.A., California, Humboldt County: CALIFORNIA: Humboldt Co., Slide Creek Hwy 13 south of Fish Lake Campground, Six Rivers National Forest","","","USNM","","Baumann; Stark","May 31, 1991","Stark & Baumann. 2001. Sasquaperla hoopa, a new stonefly genus and species from northern California (Plecoptera: Chloroperlidae). Western North American Naturalist (West.N.Am.Nat.) 61(4):473-479"
1155622,"neotype","Alloperla imbecilla (Say, 1823)","male","Northeastern U.S.A., Ohio, Adams County: Ohio; Adams Co.; Lower Twin Creek; Vastine Run","","","USNM","USNM 73053","Moore, F. J.","May 10, 1963","Baumann. 1974. What is Alloperla imbecilla (Say)? Designation of a neotype, and a new Alloperla from eastern North America (Plecoptera: Chloroperlidae). Proceedings of the Biological Society of Washington (Proc.Biol.Soc.Wash.) 87(24):257-264, 6 figs."
1155626,"holotype","Alloperla atlantica Baumann, 1974","male","Southeastern U.S.A., Maryland, Frederick County: Md.; Frederick Co.; Fishing Creek; Mountaindale","","","USNM","USNM 73054","Freytag, Paul H.","June 4, 1958","Baumann. 1974. What is Alloperla imbecilla (Say)? Designation of a neotype, and a new Alloperla from eastern North America (Plecoptera: Chloroperlidae). Proceedings of the Biological Society of Washington (Proc.Biol.Soc.Wash.) 87(24):257-264, 6 figs."
1155627,"holotype","Alloperla aracoma Harper & Kirchner, 1978","male","Northeastern U.S.A., West Virginia, Logan County","","","USNM","","Kirchner, R. F.","May 7, 1975","Harper, P.P. & Kirchner. 1978. A new stonefly from West Virginia (Plecoptera: Chloroperlidae). Proceedings of the Entomological Society of Washington (Proc. Entomol. Soc. Wash.) 80(3):403-406"
1155629,"holotype","Alloperla biserrata Nelson & Kondratieff, 1980","male","Southeastern U.S.A., Virginia, Montgomery County: Craigs Ck.; Rt.621, 8 mi. of Rt. 460; Montgomery Co.; Va.","","","USNM","USNM 76063","Kondratieff, B. C.","May 31, 1978","Nelson, C.H. & Kondratieff. 1980. Description of a new species of Alloperla (Plecoptera: Chloroperlidae) from Virginia. Journal of the Kansas Entomological Society (J. Kans. Entomol. Soc.) 53(4):801-804"
1155630,"holotype","Alloperla caddo Poulton & Stewart, 1987","male","Southeastern U.S.A., Arkansas, Garland County: Arkansas: Garland Co. Middle Fork Saline River, Hwy 7 @ Iron Springs Rec. Area","","","USNM","USNM 103850","Poulton, B. C.","June 6, 1984","Poulton & Stewart. 1987. Three new species of stoneflies (Plecoptera) from the Ozark-Ouachita Mountain region. Proceedings of the Entomological Society of Washington (Proc. Entomol. Soc. Wash.) 89(2):296-302"
1155640,"holotype","Alloperla hamata Surdick, 1981","male","Southeastern U.S.A., Alabama, Jackson County: Alabama: Jackson Co./8.3 mi. N. jct. 165 + 146/ on Hwy. 65","","","USNM","USNM 76887","James, A. M.","April 16, 1976","Surdick. 1981. New Nearctic Chloroperlidae (Plecoptera). Great Basin Naturalist (Gr. Bas. Nat.) 41:349-359"
1155646,"holotype","Alloperla alexanderi Nelson & Hanson, 1968","male","China, Manchuria, Heilongjiang: Djalantun; Greater Khingan Mts.;","","","USNM","5294","M. A. Werjmarm","May 18, 1939","Nelson, C.H. & Hanson. 1968. Two new species of Alloperla (Plecoptera: Chloroperlidae) from China. Journal of the Kansas Entomological Society (J. Kans. Entomol. Soc.) 41(4):425-428"
1155657,"holotype","Perla (Perla) severa Hagen, 1861","male","Subarctic America, Alaska: Unga Island","","","MCZ","MCZT_252","","","Hagen. 1861. Synopsis of the Neuroptera of North America. With a List of the South American Species. Smithsonian Miscellaneous Collections (Smith. Misc. Coll.) 1-347"
1155658,"holotype","Alloperla thompsoni Nelson & Hanson, 1968","male","China, Manchuria: Manchuria, Yalu Station, Greater Khingan Mts.; 0 meters","","","USNM","USNM 5293","Werjmarm, M. A.","July 1, 1940","Nelson, C.H. & Hanson. 1968. Two new species of Alloperla (Plecoptera: Chloroperlidae) from China. Journal of the Kansas Entomological Society (J. Kans. Entomol. Soc.) 41(4):425-428"
1155663,"holotype","Alloperla elevata Frison, 1935","male","Northwestern U.S.A., Oregon, Curry County: Floras Creek  Curry County  Ore. May 22 1933  Dimick & Zolla","","","INHS","Plecoptera 1417","Dimick & Zolla","May 22, 1933","Frison. 1935. New North American species of the genus Alloperla (Plecoptera: Chloroperlidae). Transactions of the American Entomological Society (Trans.Amer.Ent.Soc.) 61(4):331-344 + Pl. XI-XIV"
