taxonID,acceptedNameUsageID,parentNameUsageID,scientificName,scientificNameAuthorship,taxonRank,taxonomicStatus,nomenclaturalStatus,namePublishedIn,taxonRemarks,modified
1152749,1152749,,"Plecoptera","","order","valid",,,"Some discrepency regarding the treatment of taxa proposed by Zwick with that presented in Species File is found. See Zwick's (2000) Figure 1. Note placement of Taeniopterygidae, Nemouromorpha, Leuctroidea.","2013-08-14T11:51:00"
1152750,1152750,1152749,"Thaumatophora","Riek, 1976","genus","valid",,"Riek. 1976. Fossil insects from the Middle Ecca (Lower Permian) of southern Africa. Paleontogia Africana (Paleont.Afr.) 19:145-148",,"2013-07-20T16:40:00"
1152751,1152751,1152750,"Thaumatophora pronotalis","Riek, 1976","species","valid",,"Riek. 1976. Fossil insects from the Middle Ecca (Lower Permian) of southern Africa. Paleontogia Africana (Paleont.Afr.) 19:145-148",,"2013-07-20T16:40:00"
1152752,1152752,1152749,"Marciperla","Lin, 1986","genus","valid",,"Lin. 1986. Hua nan zhong sheng dai zao qi di kun chong [Early Mesozoic fossil insects from south China]. Palaeontologia Sinica. New Series B (Palaeontol. Sin., N.S. B) New Series B 170(21):112 pp. + 20 pls.","English p. 103","2013-07-20T16:40:00"
1152753,1152753,1152752,"Marciperla curta","Lin, 1986","species","valid",,"Lin. 1986. Hua nan zhong sheng dai zao qi di kun chong [Early Mesozoic fossil insects from south China]. Palaeontologia Sinica. New Series B (Palaeontol. Sin., N.S. B) New Series B 170(21):112 pp. + 20 pls.",,"2013-07-20T16:40:00"
1152754,1152754,1152749,"Fluminiperla","Lin, 1980","genus","valid",,"Lin. 1980. In Unknown Author. Fossil insects. Fossils of mesozoic deposits of volcanic origin in Zhejiang and Anhui, Science Press, Peking 211-234","Ref nicht in Liste | Incertaesedis","2013-07-20T16:40:00"
1152755,1152755,1152754,"Fluminiperla hastis","Lin, 1980","species","valid",,"Lin. 1980. In Unknown Author. Fossil insects. Fossils of mesozoic deposits of volcanic origin in Zhejiang and Anhui, Science Press, Peking 211-234",,"2013-07-20T16:40:00"
1152756,1152756,1152749,"Idiastogyia","Lin, 1986","genus","valid",,"Lin. 1986. Hua nan zhong sheng dai zao qi di kun chong [Early Mesozoic fossil insects from south China]. Palaeontologia Sinica. New Series B (Palaeontol. Sin., N.S. B) New Series B 170(21):112 pp. + 20 pls.","English p. 103","2013-07-20T16:40:00"
1152757,1152757,1152756,"Idiastogyia fatisca","Lin, 1986","species","valid",,"Lin. 1986. Hua nan zhong sheng dai zao qi di kun chong [Early Mesozoic fossil insects from south China]. Palaeontologia Sinica. New Series B (Palaeontol. Sin., N.S. B) New Series B 170(21):112 pp. + 20 pls.",,"2013-07-20T16:40:00"
1152758,1152758,1152749,"Perlapsocidae","Pinto & Pineiro, 2000","family","valid",,"Pinto & Pineiro. 2000. In Pinto, Pineiro & Verde. First Permian insects from Uruguay. Universidade Federal do Rio Grande do Sul Instituto de Geociencias Pesquisas 27(1)",,"2013-07-20T16:40:00"
1152759,1152759,1152758,"Perlapsocus","Pinto & Pineiro, 2000","genus","valid",,"Pinto & Pineiro. 2000. In Pinto, Pineiro & Verde. First Permian insects from Uruguay. Universidade Federal do Rio Grande do Sul Instituto de Geociencias Pesquisas 27(1)",,"2013-07-20T16:40:00"
1152760,1152760,1152759,"Perlapsocus formosoi","Pinto & Pineiro, 2000","species","valid",,"Pinto & Pineiro. 2000. In Pinto, Pineiro & Verde. First Permian insects from Uruguay. Universidade Federal do Rio Grande do Sul Instituto de Geociencias Pesquisas 27(1)",,"2013-07-20T16:40:00"
1152761,1152761,1152749,"Kaptsheranga","Sinitshenkova, 1985","genus","valid",,"Sinitshenkova. 1985. [Jurassic stoneflies of south Siberia and adjacent territories (Perlida = Plecoptera).]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 211:148-171",,"2013-07-20T16:40:00"
1152762,1152762,1152761,"Kaptsheranga porrecta","Sinitshenkova, 1985","species","valid",,"Sinitshenkova. 1985. [Jurassic stoneflies of south Siberia and adjacent territories (Perlida = Plecoptera).]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 211:148-171",,"2013-07-20T16:40:00"
1152763,1152749,,"Perlaria","","order","junior synonym",,,,"2013-07-20T16:40:00"
1152764,1152749,,"Perlina","","order","junior synonym",,,,"2013-07-20T16:40:00"
1152765,1152749,,"Neuroptera","","order","junior synonym",,,,"2013-07-20T16:40:00"
1152766,1152749,,"Perlides","","order","junior synonym",,,,"2013-07-20T16:40:00"
1152767,1152749,,"Perlarides","","order","junior synonym",,,,"2013-07-20T16:40:00"
1152768,1152749,,"Perlidae","","order","junior synonym",,,,"2013-07-20T16:40:00"
1152769,1152749,,"Perlida","","order","junior synonym",,,,"2013-07-20T16:40:00"
1152770,1152749,,"Perlites","","order","junior synonym",,,,"2013-07-20T16:40:00"
1152771,1152771,1152749,"Perlopseidae","Martynov, 1940","family","valid","correctum","Martynov. 1940. Permskie iskopaemye nasekomye Chekardy [Permian fossil insects from Chekarda]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 11:1-63",,"2013-07-20T16:40:00"
1152772,1152771,1152749,"Perlopsididae","Martynov, 1940","family","synonym","negatum","Martynov. 1940. Permskie iskopaemye nasekomye Chekardy [Permian fossil insects from Chekarda]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 11:1-63",,"2013-07-20T16:40:00"
1152773,1152773,1152771,"Perlopsis","Martynov, 1940","genus","valid",,"Martynov. 1940. Permskie iskopaemye nasekomye Chekardy [Permian fossil insects from Chekarda]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 11:1-63",,"2013-07-20T16:40:00"
1152774,1152774,1152773,"Perlopsis calamitosa","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1152775,1152775,1152773,"Perlopsis oppressa","Sinitshenkova, 1987","species","valid",,"Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144",,"2013-07-20T16:40:00"
1152776,1152776,1152773,"Perlopsis filicornis","Martynov, 1940","species","valid",,"Martynov. 1940. Permskie iskopaemye nasekomye Chekardy [Permian fossil insects from Chekarda]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 11:1-63",,"2013-07-20T16:40:00"
1152777,1152749,,"Perlariae","","order","junior synonym",,,"From comment Field : Handlirsch 1903","2013-07-20T16:40:00"
1152778,1152778,1152749,"Gulouidae","Béthoux, Cui, Kondratieff, Stark & Ren, 2011","family","valid",,"Béthoux, Cui, Kondratieff, Stark & Ren. 2011. At last, a Pennsylvanian stem-stonefly (Plecoptera) discovered. BMC Evolutionary Biology 11(248):1-12",,"2013-07-20T16:40:00"
1152779,1152779,1152778,"Gulou","Béthoux, Cui, Kondratieff, Stark & Ren, 2011","genus","valid",,"Béthoux, Cui, Kondratieff, Stark & Ren. 2011. At last, a Pennsylvanian stem-stonefly (Plecoptera) discovered. BMC Evolutionary Biology 11(248):1-12",,"2013-07-20T16:40:00"
1152780,1152780,1152779,"Gulou carpenteri","Béthoux, Cui, Kondratieff, Stark & Ren, 2011","species","valid",,"Béthoux, Cui, Kondratieff, Stark & Ren. 2011. At last, a Pennsylvanian stem-stonefly (Plecoptera) discovered. BMC Evolutionary Biology 11(248):1-12",,"2013-07-20T16:40:00"
1152781,1152781,1152749,"Mesonotoperla","Riek, 1954","genus","valid",,"Riek. 1954. Further Triassic insects from Brookvale, N.S.W. (Orders Orthoptera Saltatoria, Protorthoptera, Perlaria). Records of the Australian Museum (Rec.Aust.Mus.) 23:161-168, 1 pl.",,"2013-07-20T16:40:00"
1152782,1152782,1152781,"Mesonotoperla sinuata","Riek, 1954","species","valid",,"Riek. 1954. Further Triassic insects from Brookvale, N.S.W. (Orders Orthoptera Saltatoria, Protorthoptera, Perlaria). Records of the Australian Museum (Rec.Aust.Mus.) 23:161-168, 1 pl.",,"2013-07-20T16:40:00"
1152783,1152783,1152749,"Antarctoperlaria","","suborder","valid",,,,"2013-07-20T17:57:00"
1152784,1152784,1152783,"Gripopterygoidea","Enderlein, 1909","superfamily","valid",,"Enderlein. 1909. Klassifikation der Plecopteren sowie Diagnosen neurer Gattungen und Arten. Zoologischer Anzeiger (Zool. Anz.) 34:385-419",,"2013-07-20T17:57:00"
1152785,1152785,1152784,"Austroperlidae","Tillyard, 1921","family","valid",,"Tillyard. 1921. A new classification of the order Perlaria. Canadian Entomologist (Canad. Ent.) 53:35-43",,"2013-07-20T16:40:00"
1152786,1152786,1152785,"Andesobius","McLellan, 2001","genus","valid",,"McLellan. 2001. A revision of South American Austroperlidae (Plecoptera). Aquatic Insects 23:233-251",,"2013-07-20T16:40:00"
1152787,1152787,1152786,"Andesobius barilochensis","(Illies, 1960)","species","valid",,"Illies. 1960. Penturoperlidae, eine neue Plecopterenfamilie. Zoologischer Anzeiger (Zool. Anz.) 164(1/2):26-41","type","2013-07-20T16:40:00"
1152788,1152788,1152785,"Acruroperla","Illies, 1969","genus","valid",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51",,"2013-07-20T16:40:00"
1152789,1152789,1152788,"Acruroperla atra","(Šámal, 1921)","species","valid",,"Šámal. 1921. O nekterych novych a malo znamych druzch Plecopter Asijsko Australske oblasti. Casopis Ceskoslovenské Spolecnosti Entomologické (Cas. ces. Spol. ent.) 18:14-24","Illies 1969; see Zwick 1980 p.176","2013-07-20T16:40:00"
1152790,1152789,1152788,"Tasmanoperla ruficosta","(Tillyard, 1924)","species","junior synonym",,"Tillyard. 1924. New Genera and Species of Australian Stone-Flies (Order Perlaria). Transactions and Proceedings of the Royal Society of South Australia (Trans. Proc. R. Soc. S. Aust.) 48:192-195",,"2013-07-20T16:40:00"
1152791,1152791,1152785,"Pseudoheptura","Riek, 1973","genus","valid",,"Riek. 1973. The genera of Australian Austroperlidae (Insecta: Plecoptera). Australian Journal of Entomology (Aust.J.Entomol.) 12(4):289-295","placement?; species??","2013-07-20T16:40:00"
1152792,1152792,1152791,"Pseudoheptura picta","Riek, 1973","species","valid",,"Riek. 1973. The genera of Australian Austroperlidae (Insecta: Plecoptera). Australian Journal of Entomology (Aust.J.Entomol.) 12(4):289-295",,"2013-07-20T16:40:00"
1152793,1152793,1152785,"Austroheptura","Illies, 1969","genus","valid",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51",,"2013-07-20T16:40:00"
1152794,1152794,1152793,"Austroheptura neboissi","Illies, 1969","species","valid",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51",,"2013-07-20T16:40:00"
1152795,1152795,1152793,"Austroheptura campbelli","Theischinger, 1993","species","valid",,"Theischinger. 1993. New species of Australian stoneflies (Insecta: Plecoptera). Linzer Biologische Beitraege (Linzer biol. Beitr.) 25(2):821-832",,"2013-07-20T16:40:00"
1152796,1152796,1152793,"Austroheptura illiesi","Hynes, 1974","species","valid",,"Hynes. 1974. Comments on the taxonomy of Australian Austroperlidae and Gripopterygidae (Plecoptera). Australian Journal of Zoology Supplementary Series (Aust. J. Zool. Suppl.) 29:1-36",,"2013-07-20T16:40:00"
1152797,1152797,1152785,"Austropentura","Illies, 1969","genus","valid",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51",,"2013-07-20T16:40:00"
1152798,1152798,1152797,"Austropentura victoria","Illies, 1969","species","valid",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51",,"2013-07-20T16:40:00"
1152799,1152799,1152797,"Austropentura hynesorum","Theischinger, 1988","species","valid",,"Theischinger. 1988. New and little known species of stoneflies from Australia (Insecta: Plecoptera). Stapfia 17:147-157",,"2013-07-20T16:40:00"
1152800,1152800,1152785,"Austroperla","Needham, 1905","genus","valid",,"Needham. 1905. New genera and species of Perlidae. Proceedings of the Biological Society of Washington (Proc.Biol.Soc.Wash.) 18:107-110",,"2013-07-20T16:40:00"
1152801,1152800,1152785,"Heteroperla","Hare, 1910","genus","junior synonym",,"Hare. 1910. Some additions to the Perlidae, Neuroptera-Planipennia, and Trichoptera of New Zealand. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 42(Art. 5):29-33",,"2013-07-20T16:40:00"
1152802,1152802,1152800,"Austroperla cyrene","(Newman, 1845)","species","valid",,"Newman. 1845. Addendum to the 'Synonymy of the Perlites, by Edward Newman,' published in the Mag. Nat. Hist. for 1839. The Zoologist: A Popular Miscellany of Natural History (Zoologist) 3:852-854","Needham 1905","2013-07-20T16:40:00"
1152803,1152803,1152785,"Crypturoperla","Illies, 1969","genus","valid",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51",,"2013-07-20T16:40:00"
1152804,1152804,1152803,"Crypturoperla paradoxa","Illies, 1969","species","valid",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51",,"2013-07-20T16:40:00"
1152805,1152805,1152785,"Klapopteryx","Navás, 1928","genus","valid",,"Navás. 1928. Insectos neotropicos. 4.a serie. Revista Chilena de Historia Natural (Rev. Chil. Hist. Nat.) 32:106-128",,"2013-07-20T16:40:00"
1152806,1152806,1152805,"Klapopteryx armillata","Navás, 1928","species","valid",,"Navás. 1928. Insectos neotropicos. 4.a serie. Revista Chilena de Historia Natural (Rev. Chil. Hist. Nat.) 32:106-128","described McLellan 2001 p.239","2013-07-20T16:40:00"
1152807,1152806,1152805,"Klapopteryx costalis","Illies, 1960","species","junior synonym",,"Illies. 1960. Penturoperlidae, eine neue Plecopterenfamilie. Zoologischer Anzeiger (Zool. Anz.) 164(1/2):26-41",,"2013-07-20T16:40:00"
1152808,1152808,1152805,"Klapopteryx kuscheli","Illies, 1960","species","valid",,"Illies. 1960. Penturoperlidae, eine neue Plecopterenfamilie. Zoologischer Anzeiger (Zool. Anz.) 164(1/2):26-41",,"2013-07-20T16:40:00"
1152809,1152809,1152785,"Penturoperla","Illies, 1960","genus","valid",,"Illies. 1960. Penturoperlidae, eine neue Plecopterenfamilie. Zoologischer Anzeiger (Zool. Anz.) 164(1/2):26-41",,"2013-07-20T16:40:00"
1152810,1152810,1152809,"Penturoperla barbata","Illies, 1960","species","valid",,"Illies. 1960. Penturoperlidae, eine neue Plecopterenfamilie. Zoologischer Anzeiger (Zool. Anz.) 164(1/2):26-41","type; described McLellan 2001 p.241","2013-07-20T16:40:00"
1152811,1152811,1152785,"Tasmanoperla","Tillyard, 1921","genus","valid",,"Tillyard. 1921. A new classification of the order Perlaria. Canadian Entomologist (Canad. Ent.) 53:35-43",,"2013-07-20T16:40:00"
1152812,1152811,1152785,"Pseudopentura","Illies, 1969","genus","junior synonym",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51","valid?","2013-07-20T16:40:00"
1152813,1152813,1152811,"Tasmanoperla thalia","(Newman, 1839)","species","valid",,"Newman. 1839. On the Synonymy of the Perlites, together with brief charaters of the old and of a few new species. Art. IV. Magazine of Natural History (Mag.nat.Hist.) New Series 3(25):32-37, 84-90",,"2013-07-20T16:40:00"
1152814,1152813,1152811,"Tasmanoperla diversipes","Tillyard, 1921","species","junior synonym",,"Tillyard. 1921. A new classification of the order Perlaria. Canadian Entomologist (Canad. Ent.) 53:35-43",,"2013-07-20T16:40:00"
1152815,1152813,1152811,"Tasmanoperla tillyardi","Kimmins, 1940","species","junior synonym","novum","Kimmins. 1940. A note on the species ""Eusthenia thalia NEWMAN"" and ""Eusthenia diversipes WESTWOOD"" (Plecoptera). Entomologist 73:211-212","not diversipes Tillyard","2013-07-20T16:40:00"
1152816,1152813,1152811,"Eusthenia diversipes","(Westwood, 1840)","species","synonym","nudum","Westwood. 1840. The family Perlidae Leach. An Introduction to the Modern Classification of Insects: Founded on the Natural Habits and Corresponding Organisation of the Different Families, Orme, Brown, Green, and Longmans, London 2:20-24",,"2013-07-20T16:40:00"
1152817,1152817,1152811,"Tasmanoperla larvalis","(Illies, 1969)","species","valid",,"Illies. 1969. Revision der Plecopteren familie Austroperlidae. Entomologisk Tidskrift (Entomol.Tidskr.) 90:19-51",,"2013-07-20T16:40:00"
1152818,1152785,1152784,"Penturoperlidae","Illies, 1960","family","junior synonym",,"Illies. 1960. Penturoperlidae, eine neue Plecopterenfamilie. Zoologischer Anzeiger (Zool. Anz.) 164(1/2):26-41",,"2013-07-20T16:40:00"
1152819,1152819,1152784,"Gripopterygidae","Enderlein, 1909","family","valid",,"Enderlein. 1909. Klassifikation der Plecopteren sowie Diagnosen neurer Gattungen und Arten. Zoologischer Anzeiger (Zool. Anz.) 34:385-419",,"2013-07-20T17:57:00"
1152820,1152820,1152819,"Guaranyperla","Froehlich, 2001","genus","valid",,"Froehlich. 2001. In Dominguez [Ed.]. Guaranyperla, a new genus in the Gripopterygidae (Plecoptera). Trends in Research in Ephemeroptera and Plecoptera., Kluwer Academic/Plenum Publishers, New York, Boston etc 377-383","ed.","2013-07-20T16:40:00"
1152821,1152821,1152820,"Guaranyperla guapiara","Froehlich, 2001","species","valid",,"Froehlich. 2001. In Dominguez [Ed.]. Guaranyperla, a new genus in the Gripopterygidae (Plecoptera). Trends in Research in Ephemeroptera and Plecoptera., Kluwer Academic/Plenum Publishers, New York, Boston etc 377-383","type; ed.","2013-09-16T08:41:00"
1152822,1152822,1152820,"Guaranyperla beckeri","Froehlich, 2001","species","valid",,"Froehlich. 2001. In Dominguez [Ed.]. Guaranyperla, a new genus in the Gripopterygidae (Plecoptera). Trends in Research in Ephemeroptera and Plecoptera., Kluwer Academic/Plenum Publishers, New York, Boston etc 377-383","ed.","2013-07-20T16:40:00"
1152823,1152823,1152820,"Guaranyperla nitens","Froehlich, 2001","species","valid",,"Froehlich. 2001. In Dominguez [Ed.]. Guaranyperla, a new genus in the Gripopterygidae (Plecoptera). Trends in Research in Ephemeroptera and Plecoptera., Kluwer Academic/Plenum Publishers, New York, Boston etc 377-383","ed.","2013-07-20T16:40:00"
1152824,1152824,1152819,"Kirrama","Theischinger, 1981","genus","valid",,"Theischinger. 1981. New and little known stoneflies from Australia (Insecta: Plecoptera). Aquatic Insects 3(2):103-127",,"2013-07-20T16:40:00"
1152825,1152825,1152824,"Kirrama abolos","Theischinger, 1981","species","valid",,"Theischinger. 1981. New and little known stoneflies from Australia (Insecta: Plecoptera). Aquatic Insects 3(2):103-127","monotypy","2013-07-20T16:40:00"
1152826,1152826,1152824,"Kirrama naumanni","Theischinger, 1993","species","valid",,"Theischinger. 1993. New species of Australian stoneflies (Insecta: Plecoptera). Linzer Biologische Beitraege (Linzer biol. Beitr.) 25(2):821-832",,"2013-07-20T16:40:00"
1152827,1152827,1152819,"Cardioperlisca","Sinitshenkova, 1992","genus","valid",,"Sinitshenkova. 1992. New stoneflies from the Upper Mesozoic of Yakutia (Insecta: Perlida -Plecoptera). Paleontologicheskii Zhurnal (Paleontol. Zh.) 1992:34-42","Jur.-Cret.","2013-07-20T16:40:00"
1152828,1152828,1152827,"Cardioperlisca elongata","Sinitshenkova, 1992","species","valid",,"Sinitshenkova. 1992. New stoneflies from the Upper Mesozoic of Yakutia (Insecta: Perlida -Plecoptera). Paleontologicheskii Zhurnal (Paleontol. Zh.) 1992:34-42","Jur.-Cret.","2013-07-20T16:40:00"
1152829,1152829,1152827,"Cardioperlisca tshitensis","Sinitshenkova, 1998","species","valid",,"Sinitshenkova. 1998. New Upper Mesozoic stoneflies from Central Transbaikalia (Insecta, Perlida = Plecoptera). Paleontologicheskii Zhurnal (Paleontol. Zh.) 2:64-70","Jur.-Cret.","2013-07-20T16:40:00"
1152830,1152830,1152819,"Eodinotoperla","Jell & Duncan, 1986","genus","valid",,"Jell & Duncan. 1986. Invertebrates, mainly insects, from the freshwater, Lower Cretaceous, Koonwarra Fossil Bed (Korumburra Group), south Gippsland, Victoria. Memoir of the Association of Australasian Palaeontologists 3:111-205",,"2013-07-20T16:40:00"
1152831,1152831,1152830,"Eodinotoperla duncanae","Jell & Duncan, 1986","species","valid",,"Jell & Duncan. 1986. Invertebrates, mainly insects, from the freshwater, Lower Cretaceous, Koonwarra Fossil Bed (Korumburra Group), south Gippsland, Victoria. Memoir of the Association of Australasian Palaeontologists 3:111-205",,"2013-07-20T16:40:00"
1152832,1152832,1152819,"Dundundra","Theischinger, 1982","genus","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152833,1152833,1152832,"Dundundra baiame","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152834,1152834,1152819,"Nescioperla","Theischinger, 1982","genus","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152835,1152835,1152834,"Nescioperla curtisae","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152836,1152836,1152819,"Nydyse","Navás, 1933","genus","valid",,"Navás. 1933. Insecta orientalia. XII Series. Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (Mem. Pont. Accad. Nuovi Lincei) 2 17:75-108, 24 figs.","Dinotoperla?","2013-07-20T16:40:00"
1152837,1152837,1152836,"Nydyse luddermannia","Navás, 1933","species","valid",,"Navás. 1933. Insecta orientalia. XII Series. Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (Mem. Pont. Accad. Nuovi Lincei) 2 17:75-108, 24 figs.","nomen dubium","2013-07-20T16:40:00"
1152838,1152838,1152836,"Nydyse suffusa","Navás, 1933","species","invalid","dubimum","Navás. 1933. Insecta orientalia. XII Series. Memorie dell'Accademia Pontifica dei Nuovi Lincei, Rome (Mem. Pont. Accad. Nuovi Lincei) 2 17:75-108, 24 figs.","nomen dubium","2013-07-20T16:40:00"
1152839,1152819,1152784,"Leptoperlidae","Banks, 1913","family","junior synonym",,"Banks. 1913. Synopses and descriptions of Exotic Neuroptera. Transactions of the American Entomological Society (Trans.Amer.Ent.Soc.) 39(3-4):201-242",,"2013-07-20T16:40:00"
1152840,1152840,1152819,"Dinotoperlinae","McLellan, 1977","subfamily","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152841,1152841,1152840,"Dinotoperla","Tillyard, 1921","genus","valid",,"Tillyard. 1921. A new classification of the order Perlaria. Canadian Entomologist (Canad. Ent.) 53:35-43",,"2013-09-04T10:14:00"
1152842,1152842,1152841,"Dinotoperla walkeri","Dean & St. Clair, 2006","species","valid",,"Dean & St. Clair. 2006. Dinotoperla walkeri sp. nov. (Plecoptera: Gripopterygidae), a brachypterous stonefly from western Victoria, Australia. Zootaxa 1230:55-62, 1 pl.",,"2013-07-20T16:40:00"
1152843,1152843,1152841,"Dinotoperla opposita","(Walker, 1852)","species","valid",,"Walker, Francis. 1852. Part I. Phryganides-Perlides. Catalogue of the specimens of neuropterous insects in the collection of the British Museum, Edward Newman, London 1:1-192",,"2013-09-04T10:14:00"
1152844,1152843,1152841,"Dinotoperla elegans","Hynes, 1976","species","junior synonym",,"Hynes. 1976. Tasmanian Antarctoperlaria (Plecoptera). Australian Journal of Zoology (Aust. J. Zool.) 24(1):115-143",,"2013-07-20T16:40:00"
1152845,1152845,1152841,"Dinotoperla arcuata","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152846,1152846,1152841,"Dinotoperla bassae","Hynes, 1982","species","valid",,"Hynes. 1982. New and poorly known Gripopterygidae (Plecoptera) from Australia, especially Tasmania. Australian Journal of Zoology (Aust. J. Zool.) 30(1):115-158",,"2013-07-20T16:40:00"
1152847,1152847,1152841,"Dinotoperla brevipennis","Kimmins, 1951","species","valid",,"Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93",,"2013-09-04T10:14:00"
1152848,1152848,1152841,"Dinotoperla bunya","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152849,1152849,1152841,"Dinotoperla cardaleae","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152850,1152850,1152841,"Dinotoperla carnarvonensis","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152851,1152851,1152841,"Dinotoperla christinae","McLellan, 1971","species","valid",,"McLellan. 1971. A Revision of Australian Gripopterygidae (Insecta: Plecoptera). Australian Journal of Zoology Supplementary Series (Aust. J. Zool. Suppl.) 2:1-79",,"2013-09-04T10:14:00"
1152852,1152852,1152841,"Dinotoperla cobra","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152853,1152853,1152841,"Dinotoperla dalrymple","Theischinger, 1993","species","valid",,"Theischinger. 1993. New species of Australian stoneflies (Insecta: Plecoptera). Linzer Biologische Beitraege (Linzer biol. Beitr.) 25(2):821-832",,"2013-07-20T16:40:00"
1152854,1152854,1152841,"Dinotoperla dolichoprocta","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
