taxonID,acceptedNameUsageID,parentNameUsageID,scientificName,scientificNameAuthorship,taxonRank,taxonomicStatus,nomenclaturalStatus,namePublishedIn,taxonRemarks,modified
1155124,1155124,1155114,"Paraleuctra sinica","Yang & Yang, 1995","species","valid",,"Yang, Ding & Chikun Yang. 1995. In Zhu, T [Ed.]. Plecoptera: Leuctridae. Insects and Macrofungi of Gutianshan, Zhejiang, Zhejiang Scientech Press, Hangzhou, Zhejiang, China 20-24",,"2013-07-20T16:40:00"
1155125,1155125,1155114,"Paraleuctra cercia","(Okamoto, 1922)","species","valid",,"Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI","Kawai 1964","2013-07-20T16:40:00"
1155126,1155125,1155114,"Leuctra forficularis","(Okamoto, 1922)","species","junior synonym",,"Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI",,"2013-07-20T16:40:00"
1155127,1155125,1155114,"Leuctra higashiyamae","(Kohno, 1964)","species","junior synonym",,"Kohno. 1964. The list of the Japanese Plecoptera. Gewässer und Abwässer (Gewäss. Abwäss.) 34/35:32-36",,"2013-07-20T16:40:00"
1155128,1155128,1155114,"Paraleuctra orientalis","(Chu, 1928)","species","valid",,"Chu. 1928. Description of a new species of Leuctra and notes on Nemoura sinensis from Hangchow. China Journal (China J.) 9:87-89",,"2013-07-20T16:40:00"
1155129,1155129,1155114,"Paraleuctra dusha","Ricker, 1965","species","invalid","dubimum","Ricker. 1965. New records and descriptions of Plecoptera (class Insecta). Journal of the Fisheries Research Board of Canada (J. Fish. Res. Bd. Can.) 22(2):475-501",,"2013-07-20T16:40:00"
1155130,1155130,1155114,"Paraleuctra zapekinae","Zhiltzova, 1974","species","valid",,"Zhiltzova. 1974. Rare genera of the family Leuctridae (lnsect, Plecoptera) in the fauna of the USSR. Zoologicheskii Zhurnal (Zool. Zh.) 53(3):359-364","redescribed Puredorj, Muehlenberg & Slowik 2003 p.28","2013-07-20T16:40:00"
1155132,1155132,1155114,"Paraleuctra divisa","(Hitchcock, 1958)","species","valid",,"Hitchcock. 1958. New California Plecoptera. The Pan-Pacific Entomologist (Pan-Pac. Ent.) 34:77-80",,"2013-07-20T16:40:00"
1155134,1155134,1155114,"Paraleuctra occidentalis","(Banks, 1907)","species","valid",,"Banks. 1907. A list of Perlidae from British Columbia and Alberta. Canadian Entomologist (Canad. Ent.) 39(10):325-330",,"2013-07-20T16:40:00"
1155135,1155134,1155114,"Leuctra bradleyi","(Claassen, 1923)","species","junior synonym",,"Claassen. 1923. New species of North American Plecoptera. Canadian Entomologist Supplement (Can. Entomol. Suppl.) 55:257-263",,"2013-07-20T16:40:00"
1155136,1155136,1155114,"Paraleuctra projecta","(Frison, 1942)","species","valid",,"Frison. 1942. Studies of North American Plecoptera, With Special Reference to the Fauna of Illinois. Illinois Natural History Survey Bulletin (Ill.Nat.Hist.Surv.Bull.) 22(2):235-355","in subgenus Paraleuctra; Ricker 1954 as syn.; not a syn. of occidentalis Stark & Kyzar 2001 p.131","2013-07-20T16:40:00"
1155137,1155136,1155114,"Paraleuctra rickeri","Nebeker & Gaufin, 1966","species","junior synonym",,"Nebeker & Gaufin. 1966. New Paraleuctra from the Rocky Mountains (Plecoptera: Leuctridae). Entomological News (Ent. News) 77(9):255-259",,"2013-07-20T16:40:00"
1155138,1155138,1155114,"Paraleuctra jewetti","Nebeker & Gaufin, 1966","species","valid",,"Nebeker & Gaufin. 1966. New Paraleuctra from the Rocky Mountains (Plecoptera: Leuctridae). Entomological News (Ent. News) 77(9):255-259",,"2013-07-20T16:40:00"
1155140,1155140,1155114,"Paraleuctra forcipata","(Frison, 1937)","species","valid",,"Frison. 1937. Descriptions of Plecoptera. Illinois Natural History Survey Bulletin (Ill.Nat.Hist.Surv.Bull.) 21(Art. 3):78-99","Illies 1966","2013-07-20T16:40:00"
1155141,1155141,1155114,"Paraleuctra sara","(Claassen, 1937)","species","valid",,"Claassen. 1937. New species of stoneflies (Plecoptera). Journal of the Kansas Entomological Society (J. Kans. Entomol. Soc.) 10(2):42-51","Jewett 1960","2013-07-20T16:40:00"
1155142,1155142,1155114,"Paraleuctra vershina","Gaufin & Ricker, 1974","species","valid",,"Gaufin & Ricker. 1974. Additions and corrections to a list of Montana stoneflies. Entomological News (Ent. News) 85(9-10):285-288",,"2013-07-20T16:40:00"
1155143,1155143,1155114,"Paraleuctra tianmushana","Li & Yang, 2010","species","valid",,"Li, Weihai & Ding Yang. 2010. In Li, Weihai, Yunbing Wang & Ding Yang. Synopsis of the genus Paraleuctra (Plecoptera: Leuctridae) from China. Zootaxa 2350",,"2013-07-20T16:40:00"
1155144,1155144,1155114,"Paraleuctra tetraedra","Harper, 1977","species","valid",,"Harper, P.P. 1977. Capniidae, Leuctridae, and Perlidae (Plecoptera) from Nepal. Oriental Insects (Orient. Ins.) 11(1):53-62",,"2013-09-04T10:14:00"
1155145,1155145,1155114,"Paraleuctra alta","Baumann & Stark, 2009","species","valid",,"Baumann & Stark. 2009. Paraleuctra alta (Plecoptera: Leuctridae), a new stonefly from Alberta, Canada. Illiesia: International Journal of Stonefly Research (Illiesia) 5(4):30-33",,"2013-07-20T16:40:00"
1155146,1155146,1155114,"Paraleuctra malaisei","Zwick, 2010","species","valid",,"Zwick, Peter. 2010. New species and new records of Plecoptera from Korea and the Russian Far East. Illiesia: International Journal of Stonefly Research (Illiesia) 6(9):75-97",,"2013-07-20T16:40:00"
1155147,1155147,1155114,"Paraleuctra cervicornis","Du & Qian, 2012","species","valid",,"Du & Qian. 2012. Paraleuctra cervicornis (Plecoptera: Leuctridae), a new stonefly from China. Journal of Natural History 46(17-18):1059-1063",,"2013-07-20T16:40:00"
1155148,1155148,1154825,"Perlomyia","Banks, 1906","genus","valid",,"Banks. 1906. New Species of Perlidae. Canadian Entomologist (Canad. Ent.) 38:335-338",,"2013-07-20T16:40:00"
1155149,1155149,1155148,"Perlomyia collaris","Banks, 1906","species","valid",,"Banks. 1906. New Species of Perlidae. Canadian Entomologist (Canad. Ent.) 38:335-338",,"2013-07-20T16:40:00"
1155150,1155149,1155148,"Perlomyia sobrina","Frison, 1936","species","junior synonym",,"Frison. 1936. Some New Species of Stoneflies From Oregon (Plecoptera). Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 29(2):256-265, 2 pl.",,"2013-07-20T16:40:00"
1155151,1155149,1155148,"Perlomyia solitaria","Frison, 1936","species","junior synonym",,"Frison. 1936. Some New Species of Stoneflies From Oregon (Plecoptera). Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 29(2):256-265, 2 pl.",,"2013-07-20T16:40:00"
1155152,1155152,1155148,"Perlomyia insularis","(Zhiltzova, 1975)","species","valid",,"Zhiltzova. 1975. Rhopalopsole, a new genus of stoneflies for the USSR (Plecoptera, Leuctridae). Zoologicheskii Zhurnal (Zool. Zh.) 54(2):221-230",,"2013-07-20T16:40:00"
1155153,1155153,1155148,"Perlomyia nipponica","(Okamoto, 1922)","species","invalid","dubimum","Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI","Shimizu 2000 p.302","2013-07-20T16:40:00"
1155154,1155154,1155148,"Perlomyia gifuensis","(Kohno, 1965)","species","valid",,"Kohno. 1965. In Asahina [Ed.]. Order Plecoptera. Iconographia insectorum japonicorum: colore naturali edita (Iconographia insectorum japonicorum) 3:22-23, 41-44",,"2013-07-20T16:40:00"
1155155,1155155,1155148,"Perlomyia utahensis","Needham & Claassen, 1925","species","valid",,"Needham & Claassen. 1925. A Monograph of the Plecoptera or Stoneflies of America North of Mexico. The Thomas Say Foundation II:1-397",,"2013-07-20T16:40:00"
1155156,1155155,1155148,"Perlomyia utahnensis","Illies, 1966","species","synonym",,"Illies. 1966. Katalog der rezenten Plecoptera. Das Tierreich – Eine Zusammenstellung und Kennzeichnung der rezenten Tierformen. (Das Tierreich) 82:632",,"2013-07-20T16:40:00"
1155157,1155157,1155148,"Perlomyia parva","(Kawai, 1967)","species","valid",,"Kawai. 1967. In Anonymous. Plecoptera (Insecta). Fauna Japonica (Fauna Jap.) 1:47",,"2013-07-20T16:40:00"
1155158,1155158,1155148,"Perlomyia secunda","(Zapekina-Dulkeit, 1955)","species","valid",,"Zapekina-Dulkeit. 1955. Plecopteren aus dem nordostl Altai. Sametki po Faune y Flore Sibirsk 18:30-38",,"2013-07-20T16:40:00"
1155159,1155159,1155148,"Perlomyia mahunkai","(Zwick, 1973)","species","valid",,"Zwick, Peter. 1973. Plecoptera from Korea. Annales historico-naturales Musei nationalis hungarici (Annales hist.-nat. Mus. natn. hung) 65:157-169",,"2013-07-20T16:40:00"
1155160,1155160,1155148,"Perlomyia kiritshenkoi","Zhiltzova, 1974","species","valid",,"Zhiltzova. 1974. Rare genera of the family Leuctridae (lnsect, Plecoptera) in the fauna of the USSR. Zoologicheskii Zhurnal (Zool. Zh.) 53(3):359-364",,"2013-07-20T16:40:00"
1155161,1155161,1155148,"Perlomyia smithae","Nelson & Hanson, 1973","species","valid",,"Nelson, C.H. & Hanson. 1973. The genus Perlomyia (Plecoptera: Leuctridae). Journal of the Kansas Entomological Society (J. Kans. Entomol. Soc.) 46(2):187-199",,"2013-07-20T16:40:00"
1155162,1155162,1155148,"Perlomyia levanidovae","(Zhiltzova, 1975)","species","valid",,"Zhiltzova. 1975. Rhopalopsole, a new genus of stoneflies for the USSR (Plecoptera, Leuctridae). Zoologicheskii Zhurnal (Zool. Zh.) 54(2):221-230",,"2013-07-20T16:40:00"
1155163,1155163,1155148,"Perlomyia martynovi","(Zhiltzova, 1975)","species","valid",,"Zhiltzova. 1975. Rhopalopsole, a new genus of stoneflies for the USSR (Plecoptera, Leuctridae). Zoologicheskii Zhurnal (Zool. Zh.) 54(2):221-230",,"2013-07-20T16:40:00"
1155164,1155164,1155148,"Perlomyia ainu","Sivec & Stark, 2012","species","valid",,"Sivec & Stark. 2012. Seven new species of Perlomyia (Plecoptera: Leuctridae) from Japan. Illiesia: International Journal of Stonefly Research (Illiesia) 8(7):94-103",,"2013-07-20T16:40:00"
1155165,1155165,1155148,"Perlomyia honshu","Sivec & Stark, 2012","species","valid",,"Sivec & Stark. 2012. Seven new species of Perlomyia (Plecoptera: Leuctridae) from Japan. Illiesia: International Journal of Stonefly Research (Illiesia) 8(7):94-103",,"2013-07-20T16:40:00"
1155166,1155166,1155148,"Perlomyia isobeae","Sivec & Stark, 2012","species","valid",,"Sivec & Stark. 2012. Seven new species of Perlomyia (Plecoptera: Leuctridae) from Japan. Illiesia: International Journal of Stonefly Research (Illiesia) 8(7):94-103",,"2013-07-20T16:40:00"
1155167,1155167,1155148,"Perlomyia iwate","Sivec & Stark, 2012","species","valid",,"Sivec & Stark. 2012. Seven new species of Perlomyia (Plecoptera: Leuctridae) from Japan. Illiesia: International Journal of Stonefly Research (Illiesia) 8(7):94-103",,"2013-07-20T16:40:00"
1155168,1155168,1155148,"Perlomyia kappa","Sivec & Stark, 2012","species","valid",,"Sivec & Stark. 2012. Seven new species of Perlomyia (Plecoptera: Leuctridae) from Japan. Illiesia: International Journal of Stonefly Research (Illiesia) 8(7):94-103",,"2013-07-20T16:40:00"
1155169,1155169,1155148,"Perlomyia kersti","Sivec & Stark, 2012","species","valid",,"Sivec & Stark. 2012. Seven new species of Perlomyia (Plecoptera: Leuctridae) from Japan. Illiesia: International Journal of Stonefly Research (Illiesia) 8(7):94-103",,"2013-07-20T16:40:00"
1155170,1155170,1155148,"Perlomyia sinuata","Sivec & Stark, 2012","species","valid",,"Sivec & Stark. 2012. Seven new species of Perlomyia (Plecoptera: Leuctridae) from Japan. Illiesia: International Journal of Stonefly Research (Illiesia) 8(7):94-103",,"2013-07-20T16:40:00"
1155171,1155171,1154825,"Rhopalopsole","Klapálek, 1912","genus","valid",,"Klapálek. 1912. H. SAUTER'S Formosa-Ausbeute. Plecoptera. Entomologische Mitteilungen (Entomol. Mitt.) 1(11):342-351","DeWalt is in the process of adding Sivec et al. (2008) new species, type specimen data, species group designations. I finished the magnicerca group 9 Aug. 2010, but much remains to be done.","2013-07-20T16:40:00"
1155172,1155172,1155171,"Rhopalopsole shimentaiensis","Yang, Li & Zhu, 2004","species","valid",,"Yang, Ding, Weihai Li & F. Zhu. 2004. Two new species of Rhopalopsole (Plecoptera: Leuctridae) from China. Entomological News (Ent. News) 115(5):279-282",,"2013-07-20T16:40:00"
1155173,1155173,1155171,"Paraleuctra elongata","(Kawai, 1967)","species","invalid","nudum","Kawai. 1967[1964]. Plecoptera Insecta, Biogeographical Society of Japan, Tokyo 1:211","Types are badly damaged. | 1964?; placed by Shimizu 2000 p.302","2013-07-20T16:40:00"
1155174,1155174,1155171,"Rhopalopsole basinigra","Yang & Yang, 1995","species","valid",,"Yang, Ding & Chikun Yang. 1995. Three new species of Plecoptera from Hainan Province. Acta Agriculturae Universitatis Pekinensis (Acta Agric. Univ. Pekinensis) 21(2):223-225","English p. 24","2013-07-20T16:40:00"
1155175,1155175,1155171,"Rhopalopsole furcata","Yang & Yang, 1994","species","valid",,"Yang, Ding & Chikun Yang. 1994. Two new species of Rhopalopsole (Plecoptera: Leuctridae) from Shaanxi. Entomotaxonomia 16(3):189-191","English p. 191","2013-07-20T16:40:00"
1155176,1155176,1155171,"Rhopalopsole femina","Kawai, 1969","species","valid",,"Kawai. 1969. Stoneflies (Plecoptera) from southeast Asia. Pacific Insects (Pac. Ins.) 11(3-4):613-625",,"2013-07-20T16:40:00"
1155177,1155177,1155171,"Rhopalopsole japonica","Okamoto, 1922","species","invalid","nudum","Okamoto. 1922. Zweiter Beitrag zur Kenntnis der Japanischen Plecopteren. Bulletin Agricultural Experiment Station Chosen (Bull. Agric. Exp. Stn. Chosen, Suigen) 1(1):1-46 + Tafel I-VI","types lost and species unrecognizable from description","2013-07-20T16:40:00"
1155178,1155178,1155171,"Rhopalopsole longicerca","Kawai, 1968","species","valid",,"Kawai. 1968. Stoneflies (Plecoptera) from the Ryukyu Islands in the Bishop Museum, Honolulu. Pacific Insects (Pac. Ins.) 10(2):231-239",,"2013-07-20T16:40:00"
1155179,1155179,1155171,"Rhopalopsole palawana","(Jewett, 1958)","species","valid",,"Jewett. 1958. Philippine Zoological Expedition 1946-1947. Stoneflies from the Philippines (Plecoptera). Fieldiana Zoology (Field. Zool.) 42:77-87","Illies 1966","2013-07-20T16:40:00"
1155180,1155180,1155171,"Rhopalopsole recurvispina","(Wu, 1949)","species","valid",,"Wu, Chenfu F. 1949. Sixth supplement to the stoneflies of China (Order Plecoptera). Bulletin of the Peking Society of Natural History (Bull. Pek. Soc. Nat. Hist.) 17(4):251-256 + 2 pls.","Illies 1966","2013-07-20T16:40:00"
1155181,1155181,1155171,"Rhopalopsole sinensis","Yang & Yang, 1993","species","valid",,"Yang, Ding & Jikun Yang. 1993. New and little known species of Plecoptera from Guizhou Province (3). Entomotaxonomia 15(4):235-238","English p. 238","2013-07-20T16:40:00"
1155182,1155182,1155171,"Rhopalopsole baishanzuensis","Yang & Li, 2006","species","valid",,"Yang, Ding & Zhu Li. 2006. A new species of Rhopalopsole (Plecoptera: Leuctridae) from China. Entomological News (Ent. News) 117(4):433-435",,"2013-07-20T16:40:00"
1155183,1155183,1155171,"Rhopalopsole alobata","Harrison & Stark, 2008","species","valid",,"Harrison, A.B. & Stark. 2008. Rhopalopsole alobata (Plecoptera: Leuctridae), a new stonefly species from Vietnam. Illiesia: International Journal of Stonefly Research (Illiesia) 4(7):76-80",,"2013-07-20T16:40:00"
1155184,1155184,1155171,"Rhopalopsole bakeri","Jewett, 1975","species","valid",,"Jewett. 1975. Some stoneflies from Bangladesh, India and southeast Asia. Oriental Insects (Orient. Ins.) 9(2):127-134",,"2013-07-20T16:40:00"
1155185,1155185,1155171,"Rhopalopsole bicornuta","Jewett, 1975","species","valid",,"Jewett. 1975. Some stoneflies from Bangladesh, India and southeast Asia. Oriental Insects (Orient. Ins.) 9(2):127-134",,"2013-07-20T16:40:00"
1155188,1155188,1155171,"Rhopalopsole fengyangshanensis","Yang, Shi & Li, 2009","species","valid",,"Yang, Ding, Shi & Weihai Li. 2009. A new species of Rhopalopsole from Oriental China (Plecoptera: Leuctridae). Transactions of the American Entomological Society (Trans.Amer.Ent.Soc.) 135(1-2):193-195",,"2013-07-20T16:40:00"
1155189,1155189,1155171,"Rhopalopsole lii","Li, Li & Yang, 2010","species","valid",,"Li, Weihai, Guangling Li & Ding Yang. 2010. A New Species of the Genus Rhopalopsole (Plecoptera, Leuctridae) from Sichuan, China. Acta Zootaxonomica Sinica 35(2):310-312",,"2013-07-20T16:40:00"
1155191,1155191,1155171,"Rhopalopsole xui","Yang, Li & Zhu, 2004","species","valid",,"Yang, Ding, Weihai Li & F. Zhu. 2004. Two new species of Rhopalopsole (Plecoptera: Leuctridae) from China. Entomological News (Ent. News) 115(5):279-282",,"2013-07-20T16:40:00"
1155192,1155192,1155171,"Rhopalopsole bispina","(Wu, 1949)","species","valid",,"Wu, Chenfu F. 1949. Sixth supplement to the stoneflies of China (Order Plecoptera). Bulletin of the Peking Society of Natural History (Bull. Pek. Soc. Nat. Hist.) 17(4):251-256 + 2 pls.","Illies 1966","2013-07-20T16:40:00"
1155193,1155193,1155171,"Rhopalopsole magnicerca","(Jewett, 1958)","species","valid",,"Jewett. 1958. Entomological survey of the Himalaya, part XXIII-Stoneflies (Plecoptera) from the north-west (Punjab) Himalaya. Proceedings of the National Academy of Sciences , India, Section B: Biological Sciences. (Proc. Natl. Acad. Sci. India, Sect. B) 28B:320-329","Illies 1966","2013-09-04T10:14:00"
1155194,1155194,1155171,"Rhopalopsole gladifera","Zwick, 1977","species","valid",,"Zwick, Peter. 1977. Ergebnisse der Bhutan-Expedition 1972 des Naturhistorischen Museums in Basel. Entomologica Basiliensia (Entomol. Basil.) 2:85-134",,"2013-07-20T16:40:00"
1155195,1155195,1155171,"Rhopalopsole longispina","Yang & Yang, 1991","species","valid",,"Yang, Jikun & Ding Yang. 1991. One new species of Rhopalopsole from Zhejiang. Journal of Zhejiang Forestry College (J. Zhejiang For. Coll.) 8(1):78-79",,"2013-07-20T16:40:00"
1155196,1155196,1155171,"Rhopalopsole aculeata","Harper, 1977","species","valid",,"Harper, P.P. 1977. Capniidae, Leuctridae, and Perlidae (Plecoptera) from Nepal. Oriental Insects (Orient. Ins.) 11(1):53-62",,"2013-07-20T16:40:00"
1155197,1155197,1155171,"Rhopalopsole tamdao","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155198,1155198,1155171,"Rhopalopsole emeishan","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155199,1155199,1155171,"Rhopalopsole porntipae","Sivec & Shimizu, 2008","species","valid",,"Sivec & Shimizu. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:18-19",,"2013-07-20T16:40:00"
1155200,1155200,1155171,"Rhopalopsole belumensis","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155201,1155201,1155171,"Rhopalopsole minutospina","Li & Yang, 2012","species","valid",,"Li, Weihai & Ding Yang. 2012. A review of Rhopalopsole magnicerca group (Plecoptera: Leuctridae) from China. Zootaxa 3582:17-32",,"2013-07-20T16:40:00"
1155202,1155202,1155171,"Rhopalopsole wolong","Li & Yang, 2012","species","valid",,"Li, Weihai & Ding Yang. 2012. A review of Rhopalopsole magnicerca group (Plecoptera: Leuctridae) from China. Zootaxa 3582:17-32",,"2013-07-20T16:40:00"
1155203,1155203,1155171,"Rhopalopsole triseriata","Qian & Du, 2013","species","valid",,"Qian & Du. 2013. Two new species of Rhopalopsole (Plecoptera: Leuctridae) from China. Zootaxa 3599(6):588-592",,"2013-07-20T16:40:00"
1155205,1155205,1155171,"Rhopalopsole prominens","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155207,1155207,1155171,"Rhopalopsole malayana","(Banks, 1920)","species","valid",,"Banks. 1920. New Neuropteroid Insects. Bulletin of the Museum of Comparative Zoology at Harvard College (Bull. Mus. Comp. Zool.) 64(3):299-362, 7 pls.","Illies 1966","2013-07-20T16:40:00"
1155208,1155208,1155171,"Rhopalopsole mataikan","Sivec & Stark, 2008","species","valid",,"Sivec & Stark. 2008. Rhopalopsole mataikan (Plecoptera: Leuctridae), a new stonefly from Brunei Darussalam. Illiesia: International Journal of Stonefly Research (Illiesia) 4(13):139-142",,"2013-07-20T16:40:00"
1155209,1155209,1155171,"Rhopalopsole meyi","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155210,1155210,1155171,"Rhopalopsole andreae","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155211,1155211,1155171,"Rhopalopsole cayasan","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155212,1155212,1155171,"Rhopalopsole malickyi","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155213,1155213,1155171,"Rhopalopsole edwardsi","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155214,1155214,1155171,"Rhopalopsole taiwanica","Sivec & Shimizu, 2008","species","valid",,"Sivec & Shimizu. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:18-19",,"2013-07-20T16:40:00"
1155215,1155215,1155171,"Rhopalopsole bifurcata","Sivec & Shimizu, 2008","species","valid",,"Sivec & Shimizu. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:18-19",,"2013-07-20T16:40:00"
1155216,1155216,1155171,"Rhopalopsole maruyamai","Sivec & Shimizu, 2008","species","valid",,"Sivec & Shimizu. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:18-19",,"2013-07-20T16:40:00"
1155218,1155218,1155171,"Rhopalopsole furcospina","(Wu, 1973)","species","valid",,"Wu, Chenfu F. 1973. New species of Chinese stoneflies (Order Plecoptera). Acta Entomologica Sinica (Acta ent. sin.) 16(2):97-126 [95-120]",,"2013-07-20T16:40:00"
1155219,1155219,1155171,"Rhopalopsole amamiensis","Kawai, 1967","species","valid",,"Kawai. 1967. In Anonymous. Plecoptera (Insecta). Fauna Japonica (Fauna Jap.) 1:47",,"2013-07-20T16:40:00"
1155220,1155220,1155171,"Rhopalopsole hainana","Li & Yang, 2010","species","valid",,"Li, Weihai & Ding Yang. 2010. Two new species of Rhopalopsole vietnamica group (Plecoptera: Leuctridae: Rhopalopsole) from China. Zootaxa 2614:59-64",,"2013-07-20T16:40:00"
1155221,1155221,1155171,"Rhopalopsole ningxiana","Li & Yang, 2010","species","valid",,"Li, Weihai & Ding Yang. 2010. Two new species of Rhopalopsole vietnamica group (Plecoptera: Leuctridae: Rhopalopsole) from China. Zootaxa 2614:59-64",,"2013-07-20T16:40:00"
1155222,1155222,1155171,"Rhopalopsole vietnamica","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155223,1155223,1155171,"Rhopalopsole sipirokana","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155224,1155224,1155171,"Rhopalopsole assamensis","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155225,1155225,1155171,"Rhopalopsole yunnana","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155226,1155226,1155171,"Rhopalopsole yajunae","Li & Yang, 2010","species","valid",,"Li, Weihai & Ding Yang. 2010. In Li, Weihai, Wenyan Lu & Ding Yang. A new species of <i>Rhopalopsole vietnamica</i> group (Plecoptera: Leuctridae) from China. Entomological News (Ent. News) 121(2)","Authors originally stated that yajunae was probably associated with the vietnamica group. There is vietnamica east and west groups. W. Li says (9/29/2011) it most probably belongs to the vietnamica west group.","2013-07-20T16:40:00"
1155228,1155228,1155171,"Rhopalopsole ebinokogen","Sivec & Shimizu, 2008","species","valid",,"Sivec & Shimizu. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:18-19",,"2013-07-20T16:40:00"
1155229,1155229,1155171,"Rhopalopsole meilan","Sivec & Harper, 2008","species","valid",,"Sivec & P.P. Harper. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:14-15",,"2013-07-20T16:40:00"
1155230,1155230,1155171,"Rhopalopsole uchidai","Sivec & Shimizu, 2008","species","valid",,"Sivec & Shimizu. 2008. In Sivec, P.P. Harper & Shimizu. Contribution to the study of the Oriental genus Rhopalopsole (Plecoptera: Leuctridae). Scopolia 64:18-19",,"2013-07-20T16:40:00"
