taxonID	parentNameUsageID	parentNameUsage	acceptedNameUsageID	acceptedNameUsage	scientificName	kingdom	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	originalNameUsage	originalNameUsageID	namePublishedInYear	nomenclaturalCode
430028			430028	Amblyopone Erichson, 1842	Amblyopone	Animalia	Insecta	Hymenoptera	Formicidae					Genus	Erichson, 1842	valid		430028	1842	ICZN	feminine
430753	430028	Amblyopone Erichson, 1842	430753	Amblyopone australis Erichson, 1842	Amblyopone australis	Animalia	Insecta	Hymenoptera	Formicidae	Amblyopone		australis		Species	Erichson, 1842	valid	Amblyopone australis Erichson, 1842	430753	1842	ICZN
430754	430028	Amblyopone Erichson, 1842	430753	Amblyopone australis Erichson, 1842	Amblyopone cephalotes	Animalia	Insecta	Hymenoptera	Formicidae	Amblyopone		cephalotes		Species	Smith, 1876	obsolete combination	Amblyopone cephalotes Smith, 1876	430754	1876	ICZN
430763	430754	Amblyopone cephalotes Smith, 1876	430753	Amblyopone australis Erichson, 1842	Amblyopone cephalotes maculata	Animalia	Insecta	Hymenoptera	Formicidae	Amblyopone		cephalotes	maculata	Subspecies	Stitz, 1911	synonym	Amblyopone cephalotes maculata Stitz, 1911	430763	1911	ICZN
462965	430753	Amblyopone australis Erichson, 1842	430753	Amblyopone australis Erichson, 1842	Amblyopone australis cephalotes	Animalia	Insecta	Hymenoptera	Formicidae	Amblyopone		australis	cephalotes	Subspecies	Smith, 1876	synonym	Amblyopone cephalotes Smith, 1876	430754	1876	ICZN
