taxonID	parentNameUsageID	parentNameUsage	acceptedNameUsageID	acceptedNameUsage	scientificName	kingdom	lass	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	originalNameUsage	originalNameUsageID	namePublishedInYear	nomenclaturalCode	TW:TaxonNameClassification:Latinized:Gender	TW:TaxonNameClassification:Latinized:PartOfSpeech
429692			429692	Carebara Westwood, 1840	Carebara	Animalia	Insecta	Hymenoptera	Formicidae					Genus	Westwood, 1840	valid		429692	1840	ICZN	feminine
429695			429692	Carebara Westwood, 1840	Aneleus	Animalia	Insecta	Hymenoptera	Formicidae					Genus	Emery, 1900	synonym		429695	1900	ICZN	masculine
434239	429692	Carebara Westwood, 1840	434239	Carebara guineana Fernández, 2006	Carebara guineana	Animalia	Insecta	Hymenoptera	Formicidae	Carebara		guineana		Species	Fernández, 2006	valid	Carebara guineana Fernández, 2006	434239	2006	ICZN
434323	429692	Carebara Westwood, 1840	434323	Carebara silvestrii (Santschi, 1914)	Carebara silvestrii	Animalia	Insecta	Hymenoptera	Formicidae	Carebara		silvestrii		Species	(Santschi, 1914)	valid	Aneleus silvestrii Santschi, 1914	457029	1914	ICZN
434324	429692	Carebara Westwood, 1840	434239	Carebara guineana Fernández, 2006	Carebara silvestrii	Animalia	Insecta	Hymenoptera	Formicidae	Carebara		silvestrii		Species	Santschi, 1914	homonym	Carebara silvestrii Santschi, 1914	434324	1914	ICZN
457029	429695	Aneleus Emery, 1900	434323	Carebara silvestrii (Santschi, 1914)	Aneleus silvestrii	Animalia	Insecta	Hymenoptera	Formicidae	Aneleus		silvestrii		Species	Santschi, 1914	obsolete combination	Aneleus silvestrii Santschi, 1914	457029	1914	ICZN
